5931	B	78	Garland	United States	Allegiance Property Management	Property Manager — STR plausible	property_management	2334 W Buckingham Rd, Garland, TX	+14696301775	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=03b1f7c6-2819-4c18-bee3-0fccbf2c2081	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://allegiancepm.net/	alexandra@allegiancepm.net							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://allegiancepm.net/ | https://explore.overturemaps.org/#id=03b1f7c6-2819-4c18-bee3-0fccbf2c2081	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5932	B	78	Los Angeles	United States	Alliance Property Management	Property Manager — STR plausible	property_management	4000 Venice Blvd, Los Angeles, CA	+13237355010	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=878065a5-17d9-401d-993a-d0582d7d45b3	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.alliancela.com/	rent@alliancela.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.alliancela.com/ | https://explore.overturemaps.org/#id=878065a5-17d9-401d-993a-d0582d7d45b3	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5933	B	78	Thousand Oaks	United States	Alliance Property Management	Property Manager — STR plausible	property_management	562 Knollview Ln, Thousand Oaks, CA	+18054024717	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=8226039e-9e04-4130-9874-264b49280bb5	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.alliancemhk.com/	conejopatti1@gmail.com		https://www.instagram.com/alliancepropertymhk/					Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.alliancemhk.com/ | https://explore.overturemaps.org/#id=8226039e-9e04-4130-9874-264b49280bb5 | https://www.instagram.com/alliancepropertymhk/	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5934	B	78	Arlington	United States	Allied Property Management	Property Manager — STR plausible	property_management	1703 N Peyco Dr, Arlington, TX	+18885570967	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=9c184df4-0fcd-4a78-abbd-078b58bfb9c8	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://alliedmgmt.com/	info@alliedmgmt.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://alliedmgmt.com/ | https://explore.overturemaps.org/#id=9c184df4-0fcd-4a78-abbd-078b58bfb9c8	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5935	B	78	Yucaipa	United States	Allied Pacific Property Management	Property Manager — STR plausible	property_management	31989 Yucaipa Blvd, Yucaipa, CA	+19097948248	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=9d0cf142-8a37-4d0a-98ab-03d3540fed77	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.alliedrentshomes.com/	jasons@alliedrentshomes.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.alliedrentshomes.com/ | https://explore.overturemaps.org/#id=9d0cf142-8a37-4d0a-98ab-03d3540fed77	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5936	B	78	Bakersfield	United States	All Property Management and Sales	Property Manager — STR plausible	property_management	7702 Meany Ave, Bakersfield, CA	+16615564010	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=5966c071-8a68-4ed3-b28c-b6ac0470eb22	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.allrentalsmadesimple.com/	fd@allrentalsmadesimple.com		https://www.instagram.com/allpropertymanagementandsales/					Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.allrentalsmadesimple.com/ | https://explore.overturemaps.org/#id=5966c071-8a68-4ed3-b28c-b6ac0470eb22 | https://www.instagram.com/allpropertymanagementandsales/	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5937	B	78	Redondo Beach	United States	Alpha Dog Property Management	Property Manager — STR plausible	property_management	407 N Pacific Coast Hwy, Redondo Beach, CA	+14242441895	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=31b680fc-473f-4f30-9af6-11084b4ef249	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://alphadogpm.com/	alphadogpm@gmail.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://alphadogpm.com/ | https://explore.overturemaps.org/#id=31b680fc-473f-4f30-9af6-11084b4ef249	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5938	B	78	San Diego	United States	Amanica Real Estate & Property Management	Property Manager — STR plausible	property_management	5920 Friars Rd, San Diego, CA	+19519243600	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=9bdad07e-c447-431d-85bb-e67084af6624	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.amanica.com/	jhawk@amanica.com		https://www.instagram.com/amanicarealestate/					Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.amanica.com/ | https://explore.overturemaps.org/#id=9bdad07e-c447-431d-85bb-e67084af6624 | https://www.instagram.com/amanicarealestate/	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5939	B	78	Santa Teresa	United States	AMAR Property Management	Property Manager — STR plausible	property_management	1301 Country Club Rd, Santa Teresa, NM	+15753324886	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=82b6836d-3511-4f0a-9ece-a8536eaf3b28	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://amarpropertymanagement.com/	adominguez@amarpropertymanagement.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://amarpropertymanagement.com/ | https://explore.overturemaps.org/#id=82b6836d-3511-4f0a-9ece-a8536eaf3b28	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5940	B	78	Calgary	Canada	AMG Realty & Property Management	Property Manager — STR plausible	real_estate_service	#115-12318 Barlow Trail NE, Calgary, AB					Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=40c999c3-eafd-4081-be00-76c4cd13aa1d	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.amgrealty.ca/	peterjagpal@amgrealty.ca							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.amgrealty.ca/ | https://explore.overturemaps.org/#id=40c999c3-eafd-4081-be00-76c4cd13aa1d	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5941	B	78	Calgary	Canada	Amhurst Property Management	Property Manager — STR plausible	property_management	736 6 Ave SW, Calgary, AB	+14032370477	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=b1181dac-626f-4d8d-bcb7-084ee4628153	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.amhurst.net/	service@amhurst.net							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.amhurst.net/ | https://explore.overturemaps.org/#id=b1181dac-626f-4d8d-bcb7-084ee4628153	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5942	B	78	Medicine Hat	Canada	Angie's Best Choice Property Management	Property Manager — STR plausible	property_management	1920 10 Ave NW, Medicine Hat, AB	+14035803666	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=f3174595-e8e6-4005-9c88-9a3ce5d47e96	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://angiesbestchoice.com/	info@angiesbestchoice.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://angiesbestchoice.com/ | https://explore.overturemaps.org/#id=f3174595-e8e6-4005-9c88-9a3ce5d47e96	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5943	B	78	Houston	United States	Anix Property Management	Property Manager — STR plausible	property_management	4343 Baynard Dr, Houston, TX	+17135626864	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=bbed5403-48ee-409d-8158-9bac33072e3b	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://anixstrmanagement.com/	anixstrmanagement@gmail.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://anixstrmanagement.com/ | https://explore.overturemaps.org/#id=bbed5403-48ee-409d-8158-9bac33072e3b	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5944	B	78	Monrovia	United States	Anoakia Property Management	Property Manager — STR plausible	property_management	899 W Foothill Blvd, Monrovia, CA	+16263597774	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=902147b1-2845-4074-91c9-1344767f7395	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.anoakiaproperties.com/	anoakiapm@gmail.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.anoakiaproperties.com/ | https://explore.overturemaps.org/#id=902147b1-2845-4074-91c9-1344767f7395	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5945	B	78	Dallas	United States	Alpha Omega Property Management	Property Manager — STR plausible	property_management	12121 Audelia Rd, Dallas, TX	+19722395600	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=3f1d4dc6-9e76-46fb-9f09-fbdc8ac104bb	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://aopm.us/	info@aopm.us							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://aopm.us/ | https://explore.overturemaps.org/#id=3f1d4dc6-9e76-46fb-9f09-fbdc8ac104bb	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5946	B	70	Chula Vista	United States	Derrod Property Management	Property Manager — STR plausible	property_management	2127 Olympic Pkwy, Chula Vista, CA	+16193953314	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=a438b016-34ea-42ef-98b7-668e6d7a4a0d	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://aopta.com/insights/the-complete-guide-to-winning-your-property-tax-appeal/	anthony@aopta.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://aopta.com/insights/the-complete-guide-to-winning-your-property-tax-appeal/ | https://explore.overturemaps.org/#id=a438b016-34ea-42ef-98b7-668e6d7a4a0d	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5947	B	84	Okanagan-Similkameen	Canada	Apex Resort Snow School	Independent Hospitality	ski_resort	1000 Strayhorse Rd, Okanagan-Similkameen, BC	+12502928222	1			Good	AI property-video package			https://explore.overturemaps.org/#id=c538d043-038a-4a5e-a67d-eef664feea4d	2026-08-15	New	Queue sync; recall-first; MASTER-deduped.	https://apexresort.com/snow-school/	apexmountainss@gmail.com		https://www.instagram.com/apexmtnresort/					Hospitality property	Email	High	Verified — queue sync + MASTER dedupe	https://apexresort.com/snow-school/ | https://explore.overturemaps.org/#id=c538d043-038a-4a5e-a67d-eef664feea4d | https://www.instagram.com/apexmtnresort/	Public email/phone supplied by queue; no inference.	
5948	B	78	La Mirada	United States	APM Property Management	Property Manager — STR plausible	property_management	15744 Imperial Hwy, La Mirada, CA	+18332767368	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=795d39b1-9f72-4d1f-bc41-4bd29468f0bf	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.apmlease.com/	apm@apmlease.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.apmlease.com/ | https://explore.overturemaps.org/#id=795d39b1-9f72-4d1f-bc41-4bd29468f0bf	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5949	B	78	Covina	United States	Affordable Property Management	Property Manager — STR plausible	property_management	1272 Center Court Dr, Covina, CA	+16269667456	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=00561e60-55a8-4b4f-b436-cba4aaadc479	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.apmrent.com/	scott@apmrent.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.apmrent.com/ | https://explore.overturemaps.org/#id=00561e60-55a8-4b4f-b436-cba4aaadc479	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5950	B	70	Encino	United States	Apple Property Management	Property Manager — STR plausible	property_management	15720 Ventura Blvd, Encino, CA	+18183000101	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=b692d68c-8075-4abf-8b24-b8e3746ab209	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.framerealtyco.com/	info@applehomerentals.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.framerealtyco.com/ | https://explore.overturemaps.org/#id=b692d68c-8075-4abf-8b24-b8e3746ab209	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
5951	B	78	Bakersfield	United States	Appodaca Property Management	Property Manager — STR plausible	property_management	218 S H St, Bakersfield, CA	+16613471081	1			Possible	Validate STR / vacation-rental portfolio → AI property-video sample			https://explore.overturemaps.org/#id=17559190-5a38-4b99-b5bd-99d7c4c97f9c	2026-08-15	New	Queue sync; recall-first ambiguous adjacency retained; MASTER-deduped.	https://www.appodacapm.com/	office@appodacapm.com							Recall-first adjacent property-management signal	Email	Medium	Retained — recall-first queue sync + MASTER dedupe	https://www.appodacapm.com/ | https://explore.overturemaps.org/#id=17559190-5a38-4b99-b5bd-99d7c4c97f9c	Public email/phone supplied by queue; no inference. Ambiguous-but-plausible adjacency intentionally retained.	
