delta-github-run-31866278164-003.jsonl	Overture Places V6 fast-lane	d0a24262-162d-4954-a676-11ab25ef79b4	Indonesia	World-Atlas::australia-new-zealand::10-59	Kartika Dahayu Villa	hotel	Gangga Villas	http://www.ganggaexperience.com/	ganggaexperience.com	kartikadahayuvillas@gmail.com	+623619085421	Gianyar		Jl. Ir. Sutami, Tegenungan	0.8544766306877136	0	34	B	https://explore.overturemaps.org/#id=d0a24262-162d-4954-a676-11ab25ef79b4	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://ganggaexperience.com/	5	0	NO		https://www.instagram.com/ganggaexperience/				https://ganggaexperience.com/	REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	6fb41957-e826-4dfb-8e93-06b85b140afc	Indonesia	World-Atlas::australia-new-zealand::10-59	Gending Kedis Luxury Villas & Spa Bali	resort		http://www.gendingkedis.com	gendingkedis.com	douglas@gendingkedis.com	(0623) 61708906	Bali	80362	Jalan Karang Mas Sejahtera 100Y	0.77	15	68	A	https://explore.overturemaps.org/#id=6fb41957-e826-4dfb-8e93-06b85b140afc	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://gendingkedis.com/	3	3	NO		https://www.instagram.com/gending.kedis/				https://gendingkedis.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	edd8541f-ff54-4758-ac72-fb6baef990ad	Indonesia	World-Atlas::australia-new-zealand::10-59	Gili Amor Boutique Resort	hotel		http://www.giliamor.com/	giliamor.com	reservation@giliamor.com	+6285964105877	Lombok		Jalan Gili Trawangan 1	0.9821861982345581	0	34	B	https://explore.overturemaps.org/#id=edd8541f-ff54-4758-ac72-fb6baef990ad	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://giliamor.com/	2	3	NO		https://www.instagram.com/giliamorresort/				https://giliamor.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	096e371f-3061-4cf8-bae1-4023ee0f4fc3	Indonesia	World-Atlas::australia-new-zealand::10-59	Gili Eco Villas	hotel	GILI ECO Villas	https://giliecovillas.com/	giliecovillas.com	reservation@giliecovillas.com	+623707703048	Lombok Utara		Jl. Pantai Gili Trawangan	0.9976004606485367	15	34	B	https://explore.overturemaps.org/#id=096e371f-3061-4cf8-bae1-4023ee0f4fc3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://giliecovillas.com/	4	1	YES		https://www.instagram.com/giliecovillas/				https://giliecovillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	c3c0613a-4066-4b87-82e3-75ee072aedb8	Indonesia	World-Atlas::australia-new-zealand::10-59	Oasis Villas	resort		http://www.gilioasisvillas.com/	gilioasisvillas.com	gilioasisvillas@gmail.com		Lombok		Oasis Villas, Gili Trawangan	0.8919077515602112	15	56	A	https://explore.overturemaps.org/#id=c3c0613a-4066-4b87-82e3-75ee072aedb8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://gilioasisvillas.com/	5	1	NO		https://www.instagram.com/gilioasisvillas/				https://gilioasisvillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	65b920ed-efbc-4c7c-aa42-834ddf1cb233	Indonesia	World-Atlas::australia-new-zealand::10-59	Gili Villas	hotel	Gili Villas	http://www.gilivillasindonesia.com/	gilivillasindonesia.com	info@gilivillasindonesia.com	+628123755721	Lombok Utara		Gili Trawangan, Lombok	0.9919315141439438	15	34	B	https://explore.overturemaps.org/#id=65b920ed-efbc-4c7c-aa42-834ddf1cb233	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.gilivillasindonesia.com	5	1	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	67411e1c-6e4a-469c-beef-ff4e3a8dbf9b	Indonesia	World-Atlas::australia-new-zealand::10-59	Gino Feruci Villa Lovina	hotel	Gino Feruci Villa & Spa	http://ginoferucivilla.com/	ginoferucivilla.com	reservation@ginoferucivilla.com	+623623435775	Buleleng		Jalan Laviana	0.7684131860733032	0	34	B	https://explore.overturemaps.org/#id=67411e1c-6e4a-469c-beef-ff4e3a8dbf9b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://ginoferucivilla.com/	4	3	NO		https://www.instagram.com/kagumhotels/				https://ginoferucivilla.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	f8dc7bef-d8c1-4a41-9532-297c54c08cf4	Indonesia	World-Atlas::australia-new-zealand::10-59	Goya Boutique Resort	hotel	Goya Boutique Resort	http://www.goyaboutiqueresorts.com/	goyaboutiqueresorts.com	info@goyaboutiqueresorts.com	+623619083368	Gianyar		Jl. Bisma	0.9883615374565125	0	34	B	https://explore.overturemaps.org/#id=f8dc7bef-d8c1-4a41-9532-297c54c08cf4	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.goyaboutiqueresorts.com/	6	2	YES		https://www.instagram.com/goyaboutiqueresort/				https://www.goyaboutiqueresorts.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	fe2fb3b9-6a32-430f-8069-0aa076c57ba6	Indonesia	World-Atlas::australia-new-zealand::10-59	Grand Seminyak Lifestyle Boutique Bali Resort	resort	MoonLite Kitchen and Bar	https://grandseminyak.com/	grandseminyak.com	reservation@grandseminyak.com	+62361737773	Badung		Jl. Camplung Tanduk Jl. Dhyana Pura	0.9996769416928292	0	44	B	https://explore.overturemaps.org/#id=fe2fb3b9-6a32-430f-8069-0aa076c57ba6	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://grandseminyak.com/	4	5	NO		https://www.instagram.com/anantaraseminyak/				https://grandseminyak.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	0a438a00-d8bc-47ae-a61e-c7a928cac5bf	Indonesia	World-Atlas::australia-new-zealand::10-59	Gunung-An Retreat	resort		http://www.gunung-an.com/	gunung-an.com	info@gunung-an.com	+6281325769104	Gianyar		Cross the bridge at the end of Gang Gunung-An, Jl. Raya Singakerta	0.9777026939392089	0	44	B	https://explore.overturemaps.org/#id=0a438a00-d8bc-47ae-a61e-c7a928cac5bf	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://gunung-an.com/	2	2	NO		https://www.instagram.com/gunung_an/				https://gunung-an.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
