delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	66572789-4d04-4a01-aa84-17e964af3fb5	Indonesia	World-Atlas::australia-new-zealand::10-59	Pesona Beach Resort & Spa	hotel	Pesona Beach Resort & Spa	http://www.pesonaresort.com/	pesonaresort.com	bookings@pesonaresort.com	+6281338088963	Lombok Utara		Jl. Raya Trawangan Gili Trawangan Pemenang	0.997299080491066	0	34	B	https://explore.overturemaps.org/#id=66572789-4d04-4a01-aa84-17e964af3fb5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.pesonaresort.com/	6	2	YES		https://www.instagram.com/pesonaresort/				https://www.pesonaresort.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	79d9e5d5-4501-442c-b6a2-a97a37b2c88b	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali - Phinisi Villas	hotel		http://www.phinisivillasbali.com/	phinisivillasbali.com	contact@phinisivillasbali.com	+6281337214169	Denpasar		Jalan Sari Dewi 7	0.9431781768798828	15	34	B	https://explore.overturemaps.org/#id=79d9e5d5-4501-442c-b6a2-a97a37b2c88b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	http://www.phinisivillasbali.com/	4	2	YES		https://www.instagram.com/phinisivillasbali/				http://www.phinisivillasbali.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	4c8387c2-164a-47d3-afc4-025cc13d551a	Indonesia	World-Atlas::australia-new-zealand::10-59	Planet Biru Villa	resort		https://www.planetbiruvilla.com/	planetbiruvilla.com	planetbiruvilla@gmail.com	+6281389505500	Karangasem Regency			0.6666790246963501	0	44	B	https://explore.overturemaps.org/#id=4c8387c2-164a-47d3-afc4-025cc13d551a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.planetbiruvilla.com/	3	2	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	ff77cb72-6c7c-4945-b1fa-42d4342dedb1	Indonesia	World-Atlas::australia-new-zealand::10-59	Villa Canggu	resort		http://www.plataran.com/plataran-canggu/	plataran.com	reservation.canggu@plataran.com	+62361411388	Badung		Jl. Pengubugan No.Banjar	0.9885460376739502	0	44	B	https://explore.overturemaps.org/#id=ff77cb72-6c7c-4945-b1fa-42d4342dedb1	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://plataran.com/property/plataran-canggu-venue-dining/	5	1	YES		https://www.instagram.com/plataran.canggu/				https://plataran.com/property/plataran-canggu-venue-dining/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	583330dc-c4cc-4469-91d1-9fc63c52f00b	Indonesia	World-Atlas::australia-new-zealand::10-59	PNB Bali Villas	hotel		http://www.pnbbalivillas.com/	pnbbalivillas.com	pnbbalivillas@gmail.com	+6281311697765	Badung		Jalan Pantai Pererenan 127	0.984672486782074	15	34	B	https://explore.overturemaps.org/#id=583330dc-c4cc-4469-91d1-9fc63c52f00b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://www.pnbbalivillas.com/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	d8720dcb-beb2-4e13-ae24-2ba632ddf240	Indonesia	World-Atlas::australia-new-zealand::10-59	Poinciana Seaside Resort & Retreat Centre	hotel	Poinciana Seaside Resort & Retreat Centre	http://www.poincianaresortbali.com/	poincianaresortbali.com	info@poincianaresortbali.com	+628123859951	Buleleng		Jl. Tejakula - Tianyar	0.9791389107704163	0	34	B	https://explore.overturemaps.org/#id=d8720dcb-beb2-4e13-ae24-2ba632ddf240	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://poincianaresortbali.com/	5	4	YES		https://www.instagram.com/poincianabali/				https://poincianaresortbali.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	6eb01b0c-257f-480c-a00e-32c759c9fbc8	Indonesia	World-Atlas::australia-new-zealand::10-59	Ponte Villas	hotel		http://pontevillas.com/	pontevillas.com	pontevillastrawangan@gmail.com	+6285239013955	Lombok Utara		Jl. Pantai Gili Trawangan	0.9882232546806335	15	34	B	https://explore.overturemaps.org/#id=6eb01b0c-257f-480c-a00e-32c759c9fbc8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://pontevillas.com/	4	1	NO		https://www.instagram.com/pontevillastrawangan/				https://pontevillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	bb0b081f-7c93-455e-ba41-e7b02426cff3	Indonesia	World-Atlas::australia-new-zealand::10-59	Portobello villa ubud	resort		http://www.portobelloubud.com/	portobelloubud.com	reservation@portobelloubud.com	+6281237567047	Gianyar		Jalan Raya Petulu	0.7887891530990601	0	44	B	https://explore.overturemaps.org/#id=bb0b081f-7c93-455e-ba41-e7b02426cff3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://portobelloubud.com/	4	2	YES		https://www.instagram.com/portobellovilla.ubud/				https://portobelloubud.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	2202a290-e08e-4c7e-9696-26e4e1bc7db9	Indonesia	World-Atlas::australia-new-zealand::10-59	Amadea Resort and Villas	hotel	Menjangan Dynasty Resort, Beach Glamping and Dive Centre	http://www.arvs.pphotels.com/	pphotels.com	reservations@arvs.pphotels.com	+623618478155	Badung		Jalan Kayu Aya 55	0.9973260462284088	15	58	A	https://explore.overturemaps.org/#id=2202a290-e08e-4c7e-9696-26e4e1bc7db9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://arvs.pphotels.com/	6	1	NO		https://www.instagram.com/amadeabali/				https://arvs.pphotels.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-006.jsonl	Overture Places V6 fast-lane	9cd9d8f2-440b-4302-803f-ab9efa15c10d	Indonesia	World-Atlas::australia-new-zealand::10-59	Pradha Villas Bali	hotel		http://www.pradhavillas.com	pradhavillas.com	reservation@pradhavillas.com	(0623) 61735446	Bali	seminyak	Jl. Kayu Jati I No. 5 Seminyak	0.77	15	34	B	https://explore.overturemaps.org/#id=9cd9d8f2-440b-4302-803f-ab9efa15c10d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.pradhavillas.com/	2	2	NO		https://www.instagram.com/pradhavillas/				https://www.pradhavillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
