delta-github-run-31863169781-021.jsonl	a820082d-20d6-4f1a-937f-1b4d2582b467	United Kingdom	Shaldon Beach Hut Holidays	holiday_rental_home	http://www.cottagessw.co.uk/	cottagessw.co.uk	lets@cottagessw.co.uk	+441626872314	Teignmouth	ENG	16c Fore Street	0.7848628163337708	75	0	A	https://explore.overturemaps.org/#id=a820082d-20d6-4f1a-937f-1b4d2582b467	HIGH	https://cottagessw.co.uk/	3	2		https://www.instagram.com/cottagessw/				canonical_delta
delta-github-run-31863169781-021.jsonl	91ccaa13-fd5c-4c79-b2d6-a6b5dc85d573	United Kingdom	Cotterill - Farm Holiday Cottages	holiday_rental_home	http://www.cotterillfarm.co.uk/	cotterillfarm.co.uk	enquiries@cotterillfarm.co.uk	+44129884447	Buxton		Gb	0.8850619196891785	75	0	A	https://explore.overturemaps.org/#id=91ccaa13-fd5c-4c79-b2d6-a6b5dc85d573	HIGH	https://www.cotterillfarm.co.uk/	3	4		https://www.instagram.com/cotterillfarm_holiday_cottages/				canonical_delta
delta-github-run-31863169781-021.jsonl	737ce653-2dd0-4373-9bea-ad6ea3e4946a	United Kingdom	Holiday Cottages in Ireland	holiday_rental_home	https://www.countrycottagesonline.com/england/cornwall	countrycottagesonline.com	saskia@countrycottagesonline.com	+441245425718	Chelmsford	ENG	17 Fennfields Road	0.4018968343734741	75	0	A	https://explore.overturemaps.org/#id=737ce653-2dd0-4373-9bea-ad6ea3e4946a	HIGH	https://www.countrycottagesonline.com/england/cornwall	8	3		https://www.instagram.com/countrycottagesonline/				canonical_delta
delta-github-run-31863169781-021.jsonl	9d6beea6-9bd8-423f-a2c7-6a6ec4bec56a	United Kingdom	County Hall Apartment Hotel	service_apartment	http://www.countyhallhotel.co.uk/	countyhallhotel.co.uk	bookings@countyhallhotel.co.uk	+441205500501	Boston	ENG	Church Cl	0.993957878947258	60	0	A	https://explore.overturemaps.org/#id=9d6beea6-9bd8-423f-a2c7-6a6ec4bec56a	HIGH	https://smartmovehotels.co.uk/	5	1		https://www.instagram.com/smartmovehotels/				canonical_delta
delta-github-run-31863169781-021.jsonl	7b52587b-8271-4b89-bb30-b393575ff9f0	United Kingdom	Court Farm Holiday Cottages, Exmoor	hotel	http://www.courtfarm.co.uk	courtfarm.co.uk	reservations@courtfarm.co.uk	+441643831207	Minehead	ENG	Court Farm	0.9958155598342419	75	10	A	https://explore.overturemaps.org/#id=7b52587b-8271-4b89-bb30-b393575ff9f0	HIGH	https://courtfarm.co.uk/	3	5						canonical_delta
delta-github-run-31863169781-021.jsonl	c1dfda13-f081-4c29-9ca8-d9df29cef9db	United Kingdom	Court Farm Holiday Lets, Builth Wells	holiday_rental_home	http://www.courtfarmholidaylets.co.uk/	courtfarmholidaylets.co.uk	shaneowen2@courtfarmholidaylets.co.uk	+441982552330	Builth Wells	WLS	Court Farm, Builth Road	0.7663001418113708	87	0	A	https://explore.overturemaps.org/#id=c1dfda13-f081-4c29-9ca8-d9df29cef9db	HIGH	https://www.courtfarmholidaylets.co.uk/	3	6						canonical_delta
delta-github-run-31863169781-021.jsonl	4ff4899d-4828-4745-b035-fca1c6e9bde5	United Kingdom	Covehurst Bay Holiday Cottages	holiday_rental_home	http://www.CovehurstBay.uk/	covehurstbay.uk	chris@covehurstbay.uk	+441424813385	Hastings	ENG	142 Martineau Lane	0.9864398151636123	75	0	A	https://explore.overturemaps.org/#id=4ff4899d-4828-4745-b035-fca1c6e9bde5	HIGH	https://www.covehurstbay.uk	2	3						canonical_delta
delta-github-run-31863169781-021.jsonl	49049b2c-7d32-4c03-9b97-585a0dfccb77	United Kingdom	Covenham Holiday Cottages	cottage	http://www.covenhamholidaycottages.co.uk/	covenhamholidaycottages.co.uk	covenhamhc@gmail.com		Covenham Saint Bartholomew		Grange Lane	0.5374829173088074	75	0	A	https://explore.overturemaps.org/#id=49049b2c-7d32-4c03-9b97-585a0dfccb77	HIGH	https://covenhamholidaycottages.co.uk/	7	3		https://www.instagram.com/covenhamholidaycottages/				canonical_delta
delta-github-run-31863169781-021.jsonl	c62ec7c5-ea13-4a80-8f62-9a905626bcf5	United Kingdom	Coxwood Holiday Cottages	hotel	http://www.coxwoodfarm.co.uk/	coxwoodfarm.co.uk	coxwoodfarmcottages@gmail.com	+441978856797	Wrexham		Coxwood Farm, Cox Lane, Parkside	0.9881049156188965	75	10	A	https://explore.overturemaps.org/#id=c62ec7c5-ea13-4a80-8f62-9a905626bcf5	MEDIUM	https://www.coxwoodfarm.co.uk/	1	3						canonical_delta
delta-github-run-31863169781-021.jsonl	385e1b2c-7ebb-4552-b115-4a4f850c7e35	United Kingdom	Cozy Holiday Cottages	cottage	http://cozyholidaycottages.co.uk/	cozyholidaycottages.co.uk	info@cozyholidaycottages.co.uk	+447917462300	Skipton		Oughtershaw	0.6486462354660034	75	0	A	https://explore.overturemaps.org/#id=385e1b2c-7ebb-4552-b115-4a4f850c7e35	HIGH	https://cozyholidaycottages.co.uk/	2	3		https://www.instagram.com/cozyholidaycottagesdales/				canonical_delta
