delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	891906e1-e911-4390-b097-c31d13dc110b	Indonesia	World-Atlas::australia-new-zealand::10-59	The Awan Villas	hotel	The Awan Villas	http://www.baliawanvillas.com/	baliawanvillas.com	sales@baliawanvillas.com	+623614736549	Badung		Jalan Batu Belig 168	0.9739863872528076	15	34	B	https://explore.overturemaps.org/#id=891906e1-e911-4390-b097-c31d13dc110b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.baliawanvillas.com/	3	1	YES		https://www.instagram.com/username/				https://www.baliawanvillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	1b76c098-9b41-4199-a565-5b5fed99bcf5	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali Cliff Glamping	resort		http://www.balicliffglamping.com/	balicliffglamping.com	welcome@balicliffglamping.com	+6281803274641	Karangasem		Jalan Seraya, Karangasem, Bali	0.8408746123313904	0	44	B	https://explore.overturemaps.org/#id=1b76c098-9b41-4199-a565-5b5fed99bcf5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.balicliffglamping.com/homepage	2	3	YES		https://www.instagram.com/balicliffglamping/				https://www.balicliffglamping.com/homepage	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	01342603-f7d0-493b-970b-c583747f0785	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali Diamond Villas	hotel	Bali Diamond Estates and Villas	http://balidiamondvillas.com/	balidiamondvillas.com	info@balidiamondvillas.com	+62361942732	Gianyar		Pantai Keramas St	0.9827075600624084	15	46	B	https://explore.overturemaps.org/#id=01342603-f7d0-493b-970b-c583747f0785	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.balidiamondvillas.com/	3	2	YES		https://www.instagram.com/balidiamond.villas/				https://www.balidiamondvillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	cbdcb3d9-4375-4611-8019-a7ad5ac1922c	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali Dive Resort Amed	hotel	Bali Dive Resort and Spa	https://www.balidiveresortandspa.com/amed/	balidiveresortandspa.com	amed@balidiveresortandspa.com	+6281917180240	Karangasem		Jl. I Ketut Natih	0.9915449619293213	0	34	B	https://explore.overturemaps.org/#id=cbdcb3d9-4375-4611-8019-a7ad5ac1922c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.balidiveresortandspa.com/amed/	4	3	YES		https://www.instagram.com/balidiveresortandspatulamben/				https://www.balidiveresortandspa.com/amed/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	453c2583-6c7e-4eb7-9961-f02138fa9e47	Indonesia	World-Atlas::australia-new-zealand::10-59	Dyana Villas	resort	Nontol	https://www.balidyanavillas.com/	balidyanavillas.com	dyanavillas@gmail.com	+62361734775	Badung		Jl. Camplung Tanduk	0.9962848562002182	15	56	A	https://explore.overturemaps.org/#id=453c2583-6c7e-4eb7-9961-f02138fa9e47	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.balidyanavillas.com/	4	1	NO		https://www.instagram.com/dyanavillasbali/				https://www.balidyanavillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	eec9659b-c633-4a17-9ff6-bbe1725aa194	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali Easy Living Canggu	hotel	Bali Easy Living Villas	http://www.balieasyliving.com/	balieasyliving.com	balieasyliving@gmail.com	+628113896240	Badung		Jalan Raya Canggu 10C	0.9900892972946167	0	34	B	https://explore.overturemaps.org/#id=eec9659b-c633-4a17-9ff6-bbe1725aa194	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.balieasyliving.com/	3	4	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	90b00416-6257-42f6-98c4-914e97be0188	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali Emerald Villas	hotel		http://baliemeraldvillas.com/	baliemeraldvillas.com	mbovillas@gmail.com	+62361284069	Denpasar		Jalan Karang Sari 5	0.9562622904777527	15	34	B	https://explore.overturemaps.org/#id=90b00416-6257-42f6-98c4-914e97be0188	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://baliemeraldvillas.com/	4	2	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	2ceee67a-0a48-4eb1-8c8e-951835c95435	Indonesia	World-Atlas::australia-new-zealand::10-59	Bali Harmony Villas	hotel	Bali Harmony Villa, Ubud, Bali, Indonesia	http://www.baliharmonyvilla.com/	baliharmonyvilla.com	harmonyreservation@gmail.com	+6281558488304	Gianyar		Jalan Raya Lodtunduh 39	0.9421985149383545	15	34	B	https://explore.overturemaps.org/#id=2ceee67a-0a48-4eb1-8c8e-951835c95435	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://baliharmonyvilla.com/	6	2	NO		https://www.instagram.com/baliharmonyvillas/				https://baliharmonyvilla.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	116de00a-a6b0-47fb-843a-11712c2804e2	Indonesia	World-Atlas::australia-new-zealand::10-59	Holistic Retreat Bali	resort		http://www.baliholistic.com/	baliholistic.com	info@baliholistic.com	+6281236057888	Denpasar		Gang Batur Sari 2	0.7220809459686279	0	44	B	https://explore.overturemaps.org/#id=116de00a-a6b0-47fb-843a-11712c2804e2	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://baliholistic.com/	2	3	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-002.jsonl	Overture Places V6 fast-lane	8b87b04a-9771-4cd5-98be-fced2c2bbf1a	Indonesia	World-Atlas::australia-new-zealand::10-59	Cocogroove	holiday_rental_home	Bali Luxury Villas	http://www.baliluxuryvillas.com/villa/villa-cocogroove	baliluxuryvillas.com	info@baliluxuryvillas.com		Denpasar		Jalan Raya Legian 143C	0.6125569939613342	0	36	B	https://explore.overturemaps.org/#id=8b87b04a-9771-4cd5-98be-fced2c2bbf1a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.baliluxuryvillas.com/villa/villa-cocogroove	3	1	YES		https://www.instagram.com/baliluxuryvillas_blv/				https://www.baliluxuryvillas.com/villa/villa-cocogroove	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
