delta-github-run-31863169781-029.jsonl	a118f273-3adf-4ea7-88bb-c69267c7b354	United Kingdom	Our Home Short Stays	property_management	http://www.ourhomeshortstays.co.uk/	ourhomeshortstays.co.uk	hello@ourhomeshortstays.co.uk	+443301900839	Northampton	ENG	9 Scirocco Close	0.20638176798820496	75	0	A	https://explore.overturemaps.org/#id=a118f273-3adf-4ea7-88bb-c69267c7b354	HIGH	https://ourhomeshortstays.co.uk/	3	2						canonical_delta
delta-github-run-31863169781-029.jsonl	c0ed32cd-c348-4b71-ad45-a4f02b8ed35d	United Kingdom	Overdene Chase Holiday Cottages	holiday_rental_home	http://www.overdenechase.co.uk	overdenechase.co.uk	overdenechase@gmail.com	07854 475411	Upton	Isle of Wight	Overdene Chase, Gatehouse Rd	0.77	75	0	A	https://explore.overturemaps.org/#id=c0ed32cd-c348-4b71-ad45-a4f02b8ed35d	MEDIUM	https://overdenechase.co.uk/	1	4						canonical_delta
delta-github-run-31863169781-029.jsonl	23012fe0-c3b3-4e39-9b54-ba094a4f3d67	United Kingdom	ホワイトワールド尾瀬岩鞍スキー場	ski_resort	http://www.oze-iwakura.co.jp/ski/	oze-iwakura.co.jp	resort@oze-iwakura.co.jp	+81278587777	Bradford	ENG	片品村土出2609	0.9499847888946533	0	44	B	https://explore.overturemaps.org/#id=23012fe0-c3b3-4e39-9b54-ba094a4f3d67	PERMISSIVE	https://www.oze-iwakura.co.jp/ski/	1	0		https://www.instagram.com/ozeiwakura_skiresort/				canonical_delta
delta-github-run-31863169781-029.jsonl	5fea9a07-4dde-4833-af76-bf7ad18d0545	Finland	Rinnekeskus Pääskyvuori	ski_resort	http://www.paaskyvuori.fi/	paaskyvuori.fi	info@paaskyvuori.fi	+358456092790	Heinävesi		Pääskyvuorentie 9	0.9824343323707581	0	44	B	https://explore.overturemaps.org/#id=5fea9a07-4dde-4833-af76-bf7ad18d0545	MEDIUM	https://www.paaskyvuori.fi/	1	1		https://www.instagram.com/paaskyresort/				canonical_delta
delta-github-run-31863169781-029.jsonl	d5ef497c-b9fb-478d-af80-97c1e4c8d07e	Netherlands	Pakasa Luxury short stay apartments Leiden	hotel	https://www.pakasa.nl/	pakasa.nl	leiden@pakasa.nl	+31712032173	Leiden		Koppenhinksteeg 4	0.9809665679931641	60	22	A	https://explore.overturemaps.org/#id=d5ef497c-b9fb-478d-af80-97c1e4c8d07e	HIGH	https://www.pakasa.nl/	2	6		https://www.instagram.com/pakasaleiden/				canonical_delta
delta-github-run-31863169781-029.jsonl	37ac019a-7bbd-4e18-a8d3-0e87a36c521a	Lithuania	Pamiškė Boutique Spa	hotel	http://pamiskespa.lt/	pamiskespa.lt	info@pamiskespa.lt	+37069828899	Žalgirio seniūnija		Raguviškių gatvė 11	0.9435979127883911	0	34	B	https://explore.overturemaps.org/#id=37ac019a-7bbd-4e18-a8d3-0e87a36c521a	PERMISSIVE	https://pamiskespa.lt/	0	2		https://www.instagram.com/pamiskespa/				canonical_delta
delta-github-run-31863169781-029.jsonl	28322e56-6e5d-4606-a024-7b66df864c3a	United Kingdom	Pantmeillionen Holiday Cottages	cottage	http://www.pantmeillionen.co.uk/	pantmeillionen.co.uk	pantmeillionen@gmail.com	+447812155602	Penbryn		Llangrannog	0.9575145840644836	75	0	A	https://explore.overturemaps.org/#id=28322e56-6e5d-4606-a024-7b66df864c3a	HIGH	https://www.pantmeillionen.co.uk/	3	3						canonical_delta
delta-github-run-31863169781-029.jsonl	554e7d1e-6894-4a90-9325-cf79e5d6e072	United Kingdom	Paradise Farm Cottage - Self Catering Accomodation	hotel	http://paradisefarmcottage.co.uk/	paradisefarmcottage.co.uk	sehancock@hotmail.com	+447816524076	Boscastle	ENG	Paradise Farm	0.8063526153564453	60	10	A	https://explore.overturemaps.org/#id=554e7d1e-6894-4a90-9325-cf79e5d6e072	MEDIUM	https://www.paradisefarmcottage.co.uk/	1	5						canonical_delta
delta-github-run-31863169781-029.jsonl	c218d6b4-8553-4270-bcbe-9bc9cea79b52	United Kingdom	Park Farm Self Catering Cottages nr Bristol	holiday_rental_home	http://www.parkfarm-countrycottages.co.uk/	parkfarm-countrycottages.co.uk	parkfarmcottages@outlook.com	+441275839330	Bristol	ENG	Norton Lane	0.8753563165664673	60	0	A	https://explore.overturemaps.org/#id=c218d6b4-8553-4270-bcbe-9bc9cea79b52	HIGH	https://www.parkfarm-countrycottages.co.uk/	4	5		https://www.instagram.com/parkfarmcountrycottages/				canonical_delta
delta-github-run-31863169781-029.jsonl	02d46870-998b-4049-9cf5-6a822cedf290	United Kingdom	Park Lane Holiday Homes	mobile_home_park	http://www.parklaneholidayhomes.co.uk/	parklaneholidayhomes.co.uk	sales@parklaneholidayhomes.co.uk	+441516323331	Wirral	ENG	Park Lane	0.9997245299816132	87	0	A	https://explore.overturemaps.org/#id=02d46870-998b-4049-9cf5-6a822cedf290	HIGH	https://hill-brothers.com/parks/park-lane/	4	3						canonical_delta
