delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	e4325a18-08f1-4095-aa8b-94d235360ee2	Indonesia	World-Atlas::australia-new-zealand::10-59	Katala Villas	hotel		http://katalasuitesandvillas.com/	katalasuitesandvillas.com	info@katalasuitesandvillas.com	+62361271617	Denpasar		Jalan Pungutan 99	0.9723201990127563	15	34	B	https://explore.overturemaps.org/#id=e4325a18-08f1-4095-aa8b-94d235360ee2	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	http://katalasuitesandvillas.com/	0	0	NO							REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	e323829b-554e-433e-9b71-f2066bf376c9	Indonesia	World-Atlas::australia-new-zealand::10-59	Kayu Suar Bali Luxury Villas and Spa	hotel		http://www.kayusuarbalivillas.com/	kayusuarbalivillas.com	reservation@kayusuarbalivillas.com	+62361720870	Denpasar		Jalan Mertasari 151	0.9795413613319397	15	58	A	https://explore.overturemaps.org/#id=e323829b-554e-433e-9b71-f2066bf376c9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://kayusuarbalivillas.com/	5	4	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	1035e70f-7ae4-46bf-b5c0-e6ccae92564d	Indonesia	World-Atlas::australia-new-zealand::10-59	Kebun Villas and Resort	resort	Kebun Villas & Resort	http://www.kebunresort.com/	kebunresort.com	info@kebunresort.com	+62370692999	Lombok		Jalan Raya Senggigi 8	0.9832257628440857	15	56	A	https://explore.overturemaps.org/#id=1035e70f-7ae4-46bf-b5c0-e6ccae92564d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	MEDIUM	200	http://kebunresort.com/	1	1	NO							CURRENT_WEAK_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	2f927aad-b4b0-408e-9f16-fb964e67277d	Indonesia	World-Atlas::australia-new-zealand::10-59	Kelapa Villas	hotel	Kelapa Villas	http://www.kelapavillas.com/	kelapavillas.com	info@kelapavillas.com	+6282359357234	Lombok Utara		Jl. Vila Klp.	0.9550373554229736	15	34	B	https://explore.overturemaps.org/#id=2f927aad-b4b0-408e-9f16-fb964e67277d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.kelapavillas.com/	3	1	YES		https://www.instagram.com/kelapavillas/				https://www.kelapavillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	b047e486-1597-49a4-a8f0-614b565e1896	Indonesia	World-Atlas::australia-new-zealand::10-59	Kembali Villas Seminyak	hotel	Kembali Villas	http://www.kembalivillas.com/	kembalivillas.com	info@kembalivillas.com	+62361737318	Badung		Jalan Sari Dewi 14d	0.9974741548299789	15	34	B	https://explore.overturemaps.org/#id=b047e486-1597-49a4-a8f0-614b565e1896	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.kembalivillas.com/	6	2	YES		https://www.instagram.com/kembalivillas/				https://www.kembalivillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	572e413d-6758-4719-94b8-552a5f7ebc6d	Indonesia	World-Atlas::australia-new-zealand::10-59	Kempas Villas	hotel		http://www.kempasvilla.com/	kempasvilla.com	info@kempasvilla.com	+6287862017270	Lombok Utara			0.935384213924408	15	34	B	https://explore.overturemaps.org/#id=572e413d-6758-4719-94b8-552a5f7ebc6d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.kempasvilla.com/	4	1	YES		https://www.instagram.com/kempasvillas/				https://www.kempasvilla.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	e53f8f25-c7d8-46bb-960b-a024e813fda6	Indonesia	World-Atlas::australia-new-zealand::10-59	Ke Rensia Private Pool Villas	hotel		http://www.kerensiavillas.com/	kerensiavillas.com	info@kerensiavillas.com	+6285333398039	Lombok Utara		Gili Air	0.9602336394786835	15	34	B	https://explore.overturemaps.org/#id=e53f8f25-c7d8-46bb-960b-a024e813fda6	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://kerensiavillas.com/	4	3	YES		https://www.instagram.com/kerensiavillasgiliair/				https://kerensiavillas.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	c6b5641d-0118-4239-8e69-519861a9a57d	Indonesia	World-Atlas::australia-new-zealand::10-59	The Khalifah Villas	hotel		https://khalifahvillasbali.com/	khalifahvillasbali.com	socmed@khalifahvillasbali.com		Badung		Jalan Drupadi 1 20	0.5326718091964722	15	34	B	https://explore.overturemaps.org/#id=c6b5641d-0118-4239-8e69-519861a9a57d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://khalifahvillasbali.com/	4	1	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	4d1ffcb0-7bbe-4b5e-aeb1-29001d4dd649	Indonesia	World-Atlas::australia-new-zealand::10-59	Kies Villas Lombok	resort	Kies Villas	http://www.kiesvillaslombok.com	kiesvillaslombok.com	reception@kiesvillaslombok.com	+6287865534450	Lombok Tengah		Jalan Sawe-Batu Riti	0.9820665121078491	15	56	A	https://explore.overturemaps.org/#id=4d1ffcb0-7bbe-4b5e-aeb1-29001d4dd649	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.kiesvillaslombok.com/	5	2	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31866278164-004.jsonl	Overture Places V6 fast-lane	63117946-6012-4808-81fe-76e6b307b052	Fiji	World-Atlas::australia-new-zealand::08-71	Kokomo Private Island Resort	hotel		http://www.kokomoislandfiji.com/	kokomoislandfiji.com	reservations@kokomoislandfiji.com	+6797764441	Eastern		Yaukuve Levu Island	0.8400577306747437	0	34	B	https://explore.overturemaps.org/#id=63117946-6012-4808-81fe-76e6b307b052	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.kokomoislandfiji.com/	6	3	YES		https://www.instagram.com/kokomoprivateisland/				https://www.kokomoislandfiji.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
