delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	6767950d-8fc0-41bd-a52f-692efb400f2c	Australia	World-Atlas::australia-new-zealand::06-66	The Narrows Escape Rainforest Retreat	resort		http://www.narrowsescape.com.au	narrowsescape.com.au	reception@narrowsescape.com.au	(07) 5478 5000	Montville	QLD	78 Narrows Rd.	0.77	0	44	B	https://explore.overturemaps.org/#id=6767950d-8fc0-41bd-a52f-692efb400f2c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://narrowsescape.com.au/	5	4	NO		https://www.instagram.com/narrowsescape/				https://narrowsescape.com.au/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	1a1cb83a-9123-4046-9784-622369da6b2b	Australia	World-Atlas::australia-new-zealand::06-66	Netanya Noosa Beachfront Resort	hotel		http://www.netanyanoosa.com.au	netanyanoosa.com.au	info@netanyanoosa.com.au	(07) 5447 4722	Noosa Heads	QLD	75 Hastings Street	0.77	0	34	B	https://explore.overturemaps.org/#id=1a1cb83a-9123-4046-9784-622369da6b2b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.netanyanoosa.com.au/	6	3	NO		https://www.instagram.com/netanyanoosa/				https://www.netanyanoosa.com.au/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	253a92bc-6546-4a4a-93ce-b1a829a2d8e5	Australia	World-Atlas::australia-new-zealand::06-66	Noosa Entrance Waterfront Resort	hotel	Noosa Entrance Waterfront Resort	http://www.noosaentrance.com	noosaentrance.com	info@noosaentrance.com	+61754740366	Sunshine Coast	QLD	The Entrance, 67 Gibson Rd	0.998594765663147	0	34	B	https://explore.overturemaps.org/#id=253a92bc-6546-4a4a-93ce-b1a829a2d8e5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://noosaentrance.com/	3	3	NO		https://www.instagram.com/noosaentrancewaterfrontresort/				https://noosaentrance.com/	CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	83cec003-c7e5-4bf0-bc71-a1f657f287da	Australia	World-Atlas::australia-new-zealand::06-66	Norfolk Luxury Beachfront Apartments	hotel	Norfolk Luxury Beachfront Apartments	http://www.norfolkapartments.com.au	norfolkapartments.com.au	holiday@norfolkapartments.com.au	+61755328466	Gold Coast	QLD	Norfolk Apartments, 3534 Main Beach Pde	0.9982266908884049	0	34	B	https://explore.overturemaps.org/#id=83cec003-c7e5-4bf0-bc71-a1f657f287da	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://www.norfolkapartments.com.au/	3	4	NO							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	5d0957f8-58ff-4f46-85aa-596cec71690e	New Zealand	World-Atlas::australia-new-zealand::04-70	North Egmont Retreat	resort		http://northegmontretreat.co.nz/	northegmontretreat.co.nz	northegmontretreat@gmail.com	+6467568266	Kaimiro	TKI	1844 Egmont Rd	0.5196602940559387	0	44	B	https://explore.overturemaps.org/#id=5d0957f8-58ff-4f46-85aa-596cec71690e	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	HIGH	200	https://northegmontretreat.co.nz/	3	3	YES							CURRENT_HOSPITALITY_IDENTITY	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	a0a84398-d65b-4a7d-abd8-f2c062824cb9	Australia	World-Atlas::australia-new-zealand::06-66	Novora Property Management	property_management		http://novorapm.com.au/	novorapm.com.au	hello@novorapm.com.au	+61448323441	Brisbane	QLD	180 Birkdale Rd	0.2820354104042053	75	0	A	https://explore.overturemaps.org/#id=a0a84398-d65b-4a7d-abd8-f2c062824cb9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://www.novorapm.com.au/	0	1	YES		https://www.instagram.com/novora.pm/				https://www.novorapm.com.au/	PLAUSIBLE_PROPERTY_MANAGER_NO_EXPLICIT_STR_PROOF	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	0267edb8-2ca7-4006-b62d-65b90182a8ad	New Zealand	World-Atlas::australia-new-zealand::04-70	Oaks Property Management	property_management	Staywell Property Management-Waikato	https://oaksproperty.co.nz/	oaksproperty.co.nz	enquiries@oaksproperty.co.nz	+64800888223	Auckland	AUK	Oaks Property Management, 188 Quay St	0.4744253158569336	75	0	A	https://explore.overturemaps.org/#id=0267edb8-2ca7-4006-b62d-65b90182a8ad	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://www.oaksproperty.co.nz/	0	1	YES		https://www.instagram.com/oakspropertymanagement/				https://www.oaksproperty.co.nz/	PLAUSIBLE_PROPERTY_MANAGER_NO_EXPLICIT_STR_PROOF	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	362bd1f7-9a8e-4128-823c-823f51d311f8	Australia	World-Atlas::australia-new-zealand::06-66	OKG Property Management	property_management		http://www.okg.com.au/	okg.com.au	rentals@okg.com.au	+61734912000	Brisbane	QLD	Chooks Corner, 3 Mackie Rd	0.6051046252250671	75	0	A	https://explore.overturemaps.org/#id=362bd1f7-9a8e-4128-823c-823f51d311f8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://www.okg.com.au/	0	0	YES							PLAUSIBLE_PROPERTY_MANAGER_NO_EXPLICIT_STR_PROOF	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	f1098146-eecc-4ac8-a53a-d016669e9b67	New Zealand	World-Atlas::australia-new-zealand::04-70	One Agency Central West	property_management	Amy Boyes - Property Management - One Agency Central West	http://www.oneagencycentralwest.co.nz/	oneagencycentralwest.co.nz	amyb@oneagencycentralwest.co.nz	+6498363119	Auckland	AUK	403 Great North Rd	0.7255219221115112	60	0	A	https://explore.overturemaps.org/#id=f1098146-eecc-4ac8-a53a-d016669e9b67	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://oneagencycentralwest.co.nz	0	3	NO		https://www.instagram.com/one_agency_central_west_/				https://oneagencycentralwest.co.nz	REACHABLE_CHEAP_SCREEN_HOSPITALITY_CANDIDATE	canonical_delta
delta-github-run-31864981463-021.jsonl	Overture Places V6 fast-lane	22492bb9-07e3-46f3-903f-b3b7fa737053	New Zealand	World-Atlas::australia-new-zealand::04-70	Onecall Property Management	property_management	OneCall Property Services	http://www.onecallproperty.co.nz/	onecallproperty.co.nz	info@onecallproperty.co.nz	+6492171688	Auckland	AUK	13 Fencible Dr	0.8378385773301125	75	0	A	https://explore.overturemaps.org/#id=22492bb9-07e3-46f3-903f-b3b7fa737053	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.	PERMISSIVE	200	https://www.onecallproperty.co.nz/	0	1	YES							PLAUSIBLE_PROPERTY_MANAGER_NO_EXPLICIT_STR_PROOF	canonical_delta
