6918	B	78	Tracy	USA	Bay to Valley Property Management		property_management	4600 S Tracy Blvd, Tracy, CA	12098318065	1			High				overture:4d70991a-4371-4fcc-9cd2-dea13b7e748b	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.baytovalleyproperties.com/	diego@baytovalleyproperties.com		https://www.instagram.com/therenovationrealtor/							Medium	Recall-first	https://explore.overturemaps.org/#id=4d70991a-4371-4fcc-9cd2-dea13b7e748b			domain:baytovalleyproperties.com	12098318065	baytovalleyproperties.com	bay to valley property management	Tracy	USA	Bay to Valley Property Management	6918
6919	B	78	Alamo	USA	Baywood Property Management		property_management	3240 Stone Valley Rd W, Alamo, CA	18335073687	1			High				overture:8cebc02c-c78b-42d3-91b0-785d0ba87a94	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.baywoodpm.com/	info@baywoodpm.com									Medium	Recall-first	https://explore.overturemaps.org/#id=8cebc02c-c78b-42d3-91b0-785d0ba87a94			domain:baywoodpm.com	18335073687	baywoodpm.com	baywood property management	Alamo	USA	Baywood Property Management	6919
6920	A	91	Southern Shores	USA	King BEEch, OBX Vacation Rental Home		holiday_rental_home	175 Duck Rd, Southern Shores, NC		1			High				overture:b73e7813-e34c-49cd-8181-3b3547f021ae	2026-08-15	New		https://www.beachrealtync.com/outer-banks-rentals/king-beech	kingbeech@gmail.com		https://www.instagram.com/beachrealtync/							High	Verified	https://explore.overturemaps.org/#id=b73e7813-e34c-49cd-8181-3b3547f021ae			domain:beachrealtync.com		beachrealtync.com	king beech obx vacation rental home	Southern Shores	USA	King BEEch, OBX Vacation Rental Home	6920
6921	A	91	Hilton Head Island	USA	Claudia Peragine Vacation Rental		holiday_rental_home	113 Shipyard Dr, Hilton Head Island, SC	12012141582	1			High				overture:4616da56-a753-49f8-9d06-6207c48f833d	2026-08-15	New		https://www.BeachToLinks.com/	cp9293@aol.com									High	Verified	https://explore.overturemaps.org/#id=4616da56-a753-49f8-9d06-6207c48f833d			domain:beachtolinks.com	12012141582	beachtolinks.com	claudia peragine vacation rental	Hilton Head Island	USA	Claudia Peragine Vacation Rental	6921
6922	A	91	Κύθνος	Greece	Eneos Beach Villas		hotel	Agios Sostis, Κύθνος	306973555155	1			High				overture:1dc20ccb-a5e2-4183-a7a7-82cab8c73428	2026-08-15	New		http://www.beachvillas.gr/	info@beachvillas.gr		https://www.instagram.com/eneos_beach_villas/							High	Verified	https://explore.overturemaps.org/#id=1dc20ccb-a5e2-4183-a7a7-82cab8c73428			domain:beachvillas.gr	306973555155	beachvillas.gr	eneos beach villas	Κύθνος	Greece	Eneos Beach Villas	6922
6923	B	78	Littleton	USA	Beacon Property Management		property_management	8307 Shaffer Pkwy, Littleton, CO	13033470975	1			High				overture:e6b68ad9-6936-41bc-9df8-d4feb6bc2724	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.beaconpropertymanagement.com/	kziegler@beaconpropertymanagement.com		https://www.instagram.com/investorsusebeacon/							Medium	Recall-first	https://explore.overturemaps.org/#id=e6b68ad9-6936-41bc-9df8-d4feb6bc2724			domain:beaconpropertymanagement.com	13033470975	beaconpropertymanagement.com	beacon property management	Littleton	USA	Beacon Property Management	6923
6924	A	91	Μύκονος	Greece	Lilium Villas Mykonos		hotel	Ψαρού, Μύκονος	306937281111	1			High				overture:1f6fc298-9106-4662-9d88-42be431fcd50	2026-08-15	New		https://www.beauchamp.com/rent-property/greece-luxury-villas-for-rent/mykonos-luxury-villas-for-rent/villa-rent-villa-lilium-myr0396	mykonos@beauchamp.com		https://www.instagram.com/beauchampestatesfrance/							High	Verified	https://explore.overturemaps.org/#id=1f6fc298-9106-4662-9d88-42be431fcd50			domain:beauchamp.com	306937281111	beauchamp.com	lilium villas mykonos	Μύκονος	Greece	Lilium Villas Mykonos	6924
6925	B	78	Beaufort	USA	Beaufort Property Management		property_management	500 Carteret St, Beaufort, SC	18433792293	1			High				overture:71c3052a-f261-498c-a078-39bcd5b6d373	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.beaufortpropertymanagement.com/	beaufortpropertymanagement@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=71c3052a-f261-498c-a078-39bcd5b6d373			domain:beaufortpropertymanagement.com	18433792293	beaufortpropertymanagement.com	beaufort property management	Beaufort	USA	Beaufort Property Management	6925
6926	B	78	Stockton	USA	JAB Property Management		property_management	8102 Kelley Dr, Stockton, CA	12094727777	1			High				overture:266eb2b5-3963-480c-ba64-e5dc0970f40b	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://beckpropmgmt.com/	office@beckpropmgmt.com		https://www.instagram.com/beckpropmgmt/							Medium	Recall-first	https://explore.overturemaps.org/#id=266eb2b5-3963-480c-ba64-e5dc0970f40b			domain:beckpropmgmt.com	12094727777	beckpropmgmt.com	jab property management	Stockton	USA	JAB Property Management	6926
6927	B	78	Fayetteville	USA	Bedrock Realty		property_management	3709 Raeford Rd, Fayetteville, NC	19108180880	1			High				overture:262249ae-578e-4abe-8301-f551a96efc43	2026-08-15	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.bedrockrealty.net/	bedrockrealty2015@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=262249ae-578e-4abe-8301-f551a96efc43			domain:bedrockrealty.net	19108180880	bedrockrealty.net	bedrock realty	Fayetteville	USA	Bedrock Realty	6927
