5a44eae8-d4a3-44a7-9039-c3ded83bfdc4	delta-github-run-31863169781-037.jsonl	welsh gatehouse historic holiday let	Chepstow	United Kingdom	welshgatehouse.com	441291638806
f92305b4-0436-42e0-86c4-db11b6c18c2c	delta-github-run-31863169781-037.jsonl	wern holiday cottages	Criccieth	United Kingdom	wernholidaycottages.com	
3b399ba0-d52e-48d1-95db-39a273e21b1e	delta-github-run-31863169781-037.jsonl	west down house holiday cottages bradworthy devon uk	Holsworthy	United Kingdom	westdownhouse.co.uk	441409241400
b9c2ade0-b891-4728-a2b7-6bad2d798b49	delta-github-run-31863169781-037.jsonl	west venn holiday cottages	Ashwater	United Kingdom	westvenncottages.co.uk	441409211246
dd456994-85d2-456b-8fd6-9cbb68b14d0a	delta-github-run-31863169781-037.jsonl	glascoed farm holiday cottages	Whitland	United Kingdom	westwalescottages.co.uk	441994241297
d6d16855-c8bf-49e4-a865-9e11993591df	delta-github-run-31863169781-037.jsonl	number 19 old gogerddan holiday cottages	Cardigan	United Kingdom	westwalesholidaycottages.co.uk	447971281140
556ce27d-3ef0-4c0d-b434-d3e17ff38562	delta-github-run-31863169781-037.jsonl	wetton barns holiday cottages	Ashbourne	United Kingdom	wettonbarnsholidaycottages.com	441335689005
bf495369-0b7f-4234-88ec-76146fbbafbd	delta-github-run-31863169781-037.jsonl	white house farm caravan motorhome site and holiday cottages	West Haddon	United Kingdom	whfholidaycottages.co.uk	447740042551
37689e6e-f666-4e1e-bede-9e276178257f	delta-github-run-31863169781-037.jsonl	green man whitby	Whitby	United Kingdom	whitbycottages.co.uk	447966395120
335970e4-1f6d-4819-b49a-544950a772e0	delta-github-run-31863169781-037.jsonl	whitby holiday cottages ltd	Whitby	United Kingdom	whitbyholidaycottages.net	441947603010
ac3e03d9-bf97-4714-a2b5-9b252952484c	delta-github-run-31863169781-037.jsonl	white pearl houseboat	Praha	Czechia	white-pearl.cz	420724436955
92358846-b769-4263-b699-2b864ef78acc	delta-github-run-31863169781-037.jsonl	holiday let weymouth	Weymouth	United Kingdom	whyevernot.co.uk	447435956187
5b121214-2993-40e7-811a-39c1d51cdb55	delta-github-run-31863169781-037.jsonl	willowbank lodges	Pewsey	United Kingdom	willowbanklodges.com	441672562110
e9be7356-d6ba-438e-9962-eabfbf58c344	delta-github-run-31863169781-037.jsonl	willow barn holiday let	King's Lynn	United Kingdom	willowbarnnorfolk.co.uk	447825183788
51308e26-2a51-4d66-8c10-d39ef073c529	delta-github-run-31863169781-037.jsonl	windleden farm holiday cottages	Sheffield	United Kingdom	windledenfarmcottages.co.uk	447917704725
8c271a12-bec3-4dfe-bd7e-7fafebe55a9f	delta-github-run-31863169781-037.jsonl	windmill barns holiday lets	Coughton	United Kingdom	windmillbarns.com	447598439275
79e0a124-583b-485a-a95f-06900401aa5d	delta-github-run-31863169781-037.jsonl	windmill court hotel holiday cottages	West Yorkshire	United Kingdom	windmillcourt.co.uk	441422244941
005b370c-6d0d-45e1-933a-35b03e0199d4	delta-github-run-31863169781-037.jsonl	windy hill holiday let	Swansea	United Kingdom	windyhillgower.co.uk	447972927775
83763d64-0efd-41ca-8347-7699ad58a9bd	delta-github-run-31863169781-037.jsonl	skilift crottendorf	Crottendorf	Germany	wintersportverein-crottendorf.de	491708306000
9cb5fb7c-5f8f-41fb-8018-09a8daa5bb31	delta-github-run-31863169781-037.jsonl	winterton holiday cottages	Great Yarmouth	United Kingdom	wintertonholidaycottages.com	447721785037
60b465f7-4398-4481-92c3-c0b90b459352	delta-github-run-31863169781-037.jsonl	winterwelt rehefeld	Altenberg	Germany	winterwelt-rehefeld.de	
04aa89ce-f5bc-4249-8f3d-5396b4d312c5	delta-github-run-31863169781-037.jsonl	wishlist old prague residences	Praha	Czechia	wishlistprague.com	420774086003
a94adf70-f926-4037-8e27-387f963ce189	delta-github-run-31863169781-037.jsonl	withy mills farm self catering cottages near bath	Bath	United Kingdom	withymillsfarm.co.uk	
4e8039bb-7036-4102-ab27-aabb16361276	delta-github-run-31863169781-037.jsonl	wohnungsbau gmbh sonneberg	Sonneberg	Germany	wohnungsbau-sonneberg.de	4936758890
0513ab07-8307-4ab1-9540-89a00e87bf7a	delta-github-run-31863169781-037.jsonl	wold lodge at kenwick park luxury lodges in louth lincolnshire	Louth	United Kingdom	woldlodge.co.uk	447717111672
b99eae8b-f461-4dbe-b977-5cef767b98df	delta-github-run-31863169781-037.jsonl	wolds way holiday cottages at low hunsley farm	Little Weighton	United Kingdom	woldswayholidaycottages.co.uk	447889410928
0e818831-1ab7-4750-a718-5c221b016e05	delta-github-run-31863169781-037.jsonl	woodend self catering holiday cottages ulpha cumbria	Broughton in Furness	United Kingdom	woodendhouse.co.uk	441946723277
4dd991ef-8257-49e1-9ab0-a19b556a9744	delta-github-run-31863169781-037.jsonl	orchard barn self catering cottage and holiday let	Honiton	United Kingdom	woodhayes.co.uk	447958699645
9c14b7d0-af30-4985-85b7-a930aae26684	delta-github-run-31863169781-037.jsonl	wood house holiday cottages	Shotley Bridge	United Kingdom	woodhouseholidaycottages.co.uk	447801088596
0cda4320-90ca-4977-a3a6-a90966a7b32b	delta-github-run-31863169781-037.jsonl	woodside cottages holiday lets in sussex	Uckfield	United Kingdom	woodsidecottages.co.uk	447931751556
3b56b48d-74b7-4269-b39a-59b07913fd4e	delta-github-run-31863169781-037.jsonl	woodside holiday lets	Saltash	United Kingdom	woodsideholidaylets.com	447850778109
ebeb37ef-0fcb-405b-b677-36f998f45c88	delta-github-run-31863169781-037.jsonl	wooldown holiday cottages	Bude	United Kingdom	wooldown.com	441288361216
ce88eab7-7915-48ab-9229-96a227394735	delta-github-run-31863169781-037.jsonl	bridgnorth holiday lets	Quatt Malvern	United Kingdom	woottonlodgeholidaylets.com	447977068429
3bcf075f-b6a7-44e5-9b34-dbca491d0a4f	delta-github-run-31863169781-037.jsonl	worthing court apartment hotel	Worthing	United Kingdom	worthingcourt.com	12464348400
816c7fd3-805f-417c-95ae-4c8ae7d34175	delta-github-run-31863169781-037.jsonl	wroxham cottages norfolk broads riverside self catering holiday cottages	Norwich	United Kingdom	wroxhamcottages.co.uk	441252339022
d08faa24-d716-4ea0-aeb8-9b8710a8e2f4	delta-github-run-31863169781-037.jsonl	wurzelrudis erlebniswelt and skiarena eibenstock	Eibenstock	Germany	wurzelrudi.de	493775269492
134d1c88-ee1e-4f08-95e4-5aa5307ba686	delta-github-run-31863169781-037.jsonl	yealscombe farm holiday cottages	Minehead	United Kingdom	yealscombefarmcottages.co.uk	447727168817
70b31905-d029-4b62-9dee-64bd4029b885	delta-github-run-31863169781-037.jsonl	your nature eco resort in belgium	Antoing	Belgium	yournature.be	3269313131
ec235eee-2c31-4cf6-8414-ea439d33182c	delta-github-run-31863169781-037.jsonl	drift lodge holiday let	Norwich	United Kingdom	yourstayatforncett.co.uk	447900496127
0ebd11fb-6767-4b7c-be26-ccf2174f6c52	delta-github-run-31863169781-037.jsonl	holiday home zalig in antwerpen	Antwerpen	Belgium	zaliginantwerpen.be	32477356518
a201fb37-3489-4329-bb87-5d688e662506	delta-github-run-31863169781-037.jsonl	z and villas	Kamperland	Netherlands	zandvillas.nl	31113745723
d17c7220-2dd8-44c7-bb7d-a1fb0f1ebcbb	delta-github-run-31863169781-037.jsonl	property management zschischang m ller	Delitzsch	Germany	zschischang-mueller.de	493420261794
befee15d-1b58-4496-9fb5-1c10851c202d	delta-github-run-31864981463-001.jsonl	aparthotel am kurpark	Norderney	Germany	1-2-norderney.de	494932869507
1e014786-9761-4f34-ad79-f248ec0b427b	delta-github-run-31864981463-001.jsonl	fourty three luxury serviced apartments	Düsseldorf	Germany	43-apts.com	
d3487fb4-3a46-42d6-86d7-a1882fd0a6ee	delta-github-run-31864981463-001.jsonl	7things	Bremen	Germany	7things.de	4942169677377
c16d2c97-28af-4a51-a439-e44cc312556f	delta-github-run-31864981463-001.jsonl	tj rhomfjellet skisenter	Tjørhom	Norway	aadneram-skitrekk.no	
d5b84412-f392-44a6-9647-d068d2ac54fd	delta-github-run-31864981463-001.jsonl	len skisenter	Ålen	Norway	aalenskisenter.no	4741906599
437d5e1a-cd6e-487c-8423-fe02da58dd2c	delta-github-run-31864981463-001.jsonl	slia skisenter	Maura	Norway	aaslia.no	4797103040
91ee2638-3a11-438a-ac6d-7211458a682b	delta-github-run-31864981463-001.jsonl	access property management gmbh	Frankfurt am Main	Germany	access-tower.com	49696656350
a8dc230d-82c6-4713-89f4-9fb5619849f5	delta-github-run-31864981463-001.jsonl	achriesgill the view self catering	Kinlochbervie	United Kingdom	achriesgill-theview.com	447841373237
aaa5226f-f924-4860-ab5a-b37529c59dfe	delta-github-run-31864981463-001.jsonl	villa adel es boutique hotel	Alsfeld	Germany	adeles.de	496631705833
eb23a417-3a08-488f-8675-c5899add06c3	delta-github-run-31864981463-001.jsonl	agn sbacken	Västerbottens län	Sweden	agnasbacken.se	46706670759
47a373f3-b2c9-4a39-ab2f-43f1c6c9b8c1	delta-github-run-31864981463-001.jsonl	aiden house b b and self catering shepherd huts durness nc500	Lairg	United Kingdom	aidenhouse.co.uk	447719694838
a61335e2-a907-464b-8084-fea42c73581f	delta-github-run-31864981463-001.jsonl	holiday home zeewolde	Zeewolde	Netherlands	airbnb.nl	
0e18352e-19c6-4bf3-8fd4-64cab06ab490	delta-github-run-31864981463-001.jsonl	airhouses luxury self catering	Lauder	United Kingdom	airhouses.com	441578717113
5d99a617-ad5c-4de8-bcaf-299a79da4726	delta-github-run-31864981463-001.jsonl	alba ben view self catering holiday cottage	Spean Bridge	United Kingdom	albabenview.co.uk	441397712209
c811aee4-b8d1-40b0-af57-7e4066e3bd59	delta-github-run-31864981463-001.jsonl	alfa apartment hotel	Neu Isenburg	Germany	alfa-apartments.de	4961028823650
c9f4e303-59ec-4f61-a80b-3b3f07f048b2	delta-github-run-31864981463-001.jsonl	alm sa alpin	Offerdal	Sweden	almasaalpin.se	46707982112
1f565c64-e994-4e2f-9ca1-6a37898605db	delta-github-run-31864981463-001.jsonl	vr dal panorama	Vrådal	Norway	alpin.no	4735068350
913fedf9-4120-4f8f-8ae2-54dd38a828a9	delta-github-run-31864981463-001.jsonl	atomic alpincenter postwiese skiverleih skidorf neuastenberg	Winterberg	Germany	alpincenter-postwiese.de	492981929345
44a82f63-a36b-445e-8fef-db43dea6abc7	delta-github-run-31864981463-001.jsonl	skihalle	Bottrop	Germany	alpincenter.com	49204170950
05599437-0b52-4243-ae0c-be058bcf3ad0	delta-github-run-31864981463-001.jsonl	aparthotel op de beek anno 1410	Sint Truiden	Belgium	anno1410.be	0496523424
c26e4d28-32f0-4dc9-a2f5-25fef781f7ef	delta-github-run-31864981463-001.jsonl	aparthotel am meer	Cuxhaven	Germany	aparthotel-am-meer.de	494721396396
6645cc6d-d59d-4d8f-b3ce-1643c020b576	delta-github-run-31864981463-001.jsonl	aparthotel am kurpark	Bad Neuenahr Ahrweiler	Germany	aparthotel-bad-neuenahr.de	49264194050
7273422e-0124-414a-b998-0d203f6b70e8	delta-github-run-31864981463-001.jsonl	aparthotel	Cochem	Germany	aparthotel-cochem.de	4926719189230
edd022cc-fdd8-45cc-9f0d-f7e80e082af5	delta-github-run-31864981463-001.jsonl	aparthotel kompass	Essen	Germany	aparthotel-kompass.de	4920176506040
ee23b75a-e321-4a95-8b29-fdbd5a66c428	delta-github-run-31864981463-001.jsonl	aparthotel magnolia	Oberursel (Taunus)	Germany	aparthotel-magnolia.de	4961728506658
a4759c20-37e4-4807-b9c9-4754b453b118	delta-github-run-31864981463-001.jsonl	aparthotel mainz	Budenheim	Germany	aparthotel-mainz.de	496139293028
adad93ed-4443-4df8-9172-5279573a9857	delta-github-run-31864981463-001.jsonl	aparthotel panorama	Bad Soden Salmünster	Germany	aparthotel-panorama.net	4960563533
d8a6a31b-f65c-444f-bbc3-ab1cdb64b21f	delta-github-run-31864981463-001.jsonl	aparthotel scheuer	Hürth	Germany	aparthotel-scheuer.de	49223331058
85ad0fb6-8193-4247-b689-9aaac097e25d	delta-github-run-31864981463-001.jsonl	aparthotel berlin	Bad Nenndorf	Germany	aparthotelberlin.net	49572394560
d8944fbc-e3fd-45dd-8d1f-32e00ba15d15	delta-github-run-31864981463-001.jsonl	aparthotel delden	Delden	Netherlands	aparthoteldelden.nl	31743777666
c37ddf0c-6aa2-4ff4-a9b3-91fcaa5b10f7	delta-github-run-31864981463-001.jsonl	aparthotel hattem	Hattem	Netherlands	aparthotelhattem.com	31615439199
6d227ce7-4c2a-4112-bb4e-88f9e544da5a	delta-github-run-31864981463-001.jsonl	apartment hotel am sand hamburg harburg ludin hotels gmbh	Hamburg	Germany	apartment-hotel-am-sand.de	494076794880
e2bca7ac-7187-4c2c-98c9-922dccae7c19	delta-github-run-31864981463-001.jsonl	apartment hotel r ther ohg	Papenburg	Germany	apartmenthotel-ruether.de	4949615913
1234ee3b-63e5-40a3-bffb-7e89003c9b51	delta-github-run-31864981463-001.jsonl	ardlogie guest house	Aviemore	United Kingdom	ardlogie.co.uk	441479810747
ed33eff3-3b32-4028-8757-f854edcd23cb	delta-github-run-31864981463-001.jsonl	arnsberglifte	Bischofsheim i.d. Rhön	Germany	arnsberglifte.de	499772277
4917f640-546b-45f0-a2fe-cba6e80abd0c	delta-github-run-31864981463-001.jsonl	arode your holiday home	Venlo	Netherlands	arode.net	31637700800
6b5ed33e-122b-4b30-ba99-17852b1e6e04	delta-github-run-31864981463-001.jsonl	sarna skicenter	Åsarna	Sweden	asarnaskicenter.se	4668730230
df1292a8-e080-4b5a-931f-32606115f232	delta-github-run-31864981463-001.jsonl	farragon self catering aviemore	Aviemore	United Kingdom	aviemoreholidayhouse.com	447818001868
ae79a2c2-61dd-4940-99e4-8a9ce5d7448e	delta-github-run-31864981463-001.jsonl	bairnkine cl site for caravans and motorhomes	Jedburgh	United Kingdom	bairnkinecottages.co.uk	447798655248
bfe28022-bcee-4c66-9ec3-d3a4e9318721	delta-github-run-31864981463-001.jsonl	bali holiday rentals	Waalwijk	Netherlands	balivakantieverhuur.nl	31618071113
a66f6c22-5f41-458f-9ebb-215117a68b68	delta-github-run-31864981463-001.jsonl	ballater self catering	Ballater	United Kingdom	ballaterselfcatering.co.uk	447980965901
2292ac14-0ecd-4494-91c9-603a2fe31d48	delta-github-run-31864981463-001.jsonl	luxury lodges at balloch park	Aberfeldy	United Kingdom	ballochpark.co.uk	441887830733
277fe7c8-6005-4bbb-84a6-c2f0862644c4	delta-github-run-31864981463-001.jsonl	beach house walk self catering	Crail	United Kingdom	beachhousewalk.com	07719211073
501878c2-ccca-4086-b0b8-343dd6fc7128	delta-github-run-31864981463-001.jsonl	youpi lodge	Beerze	Netherlands	beerzebulten.nl	31654780620
faf8fd17-28d2-45dc-bd6f-05dbe6623b20	delta-github-run-31864981463-001.jsonl	best dreams bed breakfast	Best	Netherlands	best-dreams.nl	31641184087
13edab9e-b117-497c-bca9-4b8655514caf	delta-github-run-31864981463-001.jsonl	bj stabacken	Bjästa	Sweden	bjastaalpina.se	46660220373
3e9fe0d4-5dff-4ef0-8b5c-8ef9a5132272	delta-github-run-31864981463-001.jsonl	bjursas berg and sjo	Bjursås	Sweden	bjursas.com	4623774177
e423814d-6639-43ff-adb1-db77dbfe9e78	delta-github-run-31864981463-001.jsonl	bl sj ns fj llanl ggning	Stora Blåsjön	Sweden	blasjon.se	46702717509
ee5b80cd-4b61-45a1-82da-43c56db5c7cd	delta-github-run-31864981463-001.jsonl	bluefolds highland holiday cottages glenlivet	Elgin	United Kingdom	bluefolds.co.uk	441807590836
70cd9ed0-c9f4-4b9f-9a02-dad67a038bbc	delta-github-run-31864981463-001.jsonl	the boll holiday cottages	Alva	United Kingdom	bollcottages.co.uk	447753807636
0aca321f-42b4-4666-a254-63387569a0c6	delta-github-run-31864981463-002.jsonl	borgafj ll slopes ab	Borgafjäll	Sweden	borgafjallbackarna.se	46942790488
05f4ef59-cb55-456e-81de-444f6a55db50	delta-github-run-31864981463-002.jsonl	der brabander skih tte	Winterberg	Germany	brabander.nl	4929819320
211b23c4-053d-4823-b7a5-1f3a9cc3091b	delta-github-run-31864981463-002.jsonl	braeside farm holiday cottages braeview eastburn	St Andrews	United Kingdom	braesidefarmcottages.co.uk	447939561956
ef87659a-7dac-4279-b7da-90a7a95ee89c	delta-github-run-31864981463-002.jsonl	bran s	Sysslebäck	Sweden	branas.se	4654132600
0f1ef430-a0d0-4a4b-9603-02e85c36162a	delta-github-run-31864981463-002.jsonl	aparthotel wilma	Bremen	Germany	bremenhome.de	49421508263
eddcd81e-aaa2-4fad-8815-ceb2fe9eab0b	delta-github-run-31864981463-002.jsonl	bruksvallarna	Bruksvallarna	Sweden	bruksvallarna.se	46706397221
22ce249a-3d86-402f-ac9b-ada061319e4d	delta-github-run-31864981463-002.jsonl	edinburgh holiday let	Edinburgh	United Kingdom	brunstaneshoreapts.co.uk	447929891051
