7649	A	88	Πάρος	Greece	Apollon Boutique Hotel Paros, Parikia		beach_resort	Parikia, Παρος, Πάρος	302284022364	1			High				overture:938bc2ec-8fc2-422b-bbe8-4ddfd826d5c6	46249	New		http://www.hotelapollon.gr/	info@hotelapollon.gr		https://www.instagram.com/apollon_boutique_hotel/							High	Verified	https://explore.overturemaps.org/#id=938bc2ec-8fc2-422b-bbe8-4ddfd826d5c6			domain:hotelapollon.gr	302284022364	hotelapollon.gr	apollon boutique hotel paros parikia	Πάρος	Greece	Apollon Boutique Hotel Paros, Parikia	7649
7650	A	88	Βάμος	Greece	Blue Lake Luxury Villa		hotel	Kavalos Village, Βάμος	302841041591	1			High				overture:c152aad2-9b5f-4252-84b4-bfa2b61d49a2	46249	New		http://www.hotelpraxis.com/	support@hotelpraxis.com		https://www.instagram.com/hotelpraxis/							High	Verified	https://explore.overturemaps.org/#id=c152aad2-9b5f-4252-84b4-bfa2b61d49a2			domain:hotelpraxis.com	302841041591	hotelpraxis.com	blue lake luxury villa	Βάμος	Greece	Blue Lake Luxury Villa	7650
7651	A	88	Lipari	Italy	Boutique Raya		resort	via san pietro, Lipari, 82	393382977809	1			High				overture:e94aaee8-03c6-46f1-82ba-ff7d3b33a8d4	46249	New		http://www.hotelraya.it	boutiqueraya@gmail.com		https://www.instagram.com/rayapanarea/							High	Verified	https://explore.overturemaps.org/#id=e94aaee8-03c6-46f1-82ba-ff7d3b33a8d4			domain:hotelraya.it	393382977809	hotelraya.it	boutique raya	Lipari	Italy	Boutique Raya	7651
7652	A	88	Kaş	Greece	Club Barbarossa Hotel and Villas		hotel	Bülent Kalkavan Sokak 2, Kaş	905438364071	1			High				overture:43e2e78c-7412-4fd7-8e99-458c0d1d1f06	46249	New		http://www.hotelbarbarossa.com/	sales@hotelbarbarossa.com		https://www.instagram.com/barbarossa.hotels.villas/							High	Verified	https://explore.overturemaps.org/#id=43e2e78c-7412-4fd7-8e99-458c0d1d1f06			domain:hotelbarbarossa.com	905438364071	hotelbarbarossa.com	club barbarossa hotel and villas	Kaş	Greece	Club Barbarossa Hotel and Villas	7652
7653	A	88	Πλατανιάς	Greece	Cocoon Villas Maleme Bay		hotel	MALEME CHURCH WAY, Πλατανιάς	306970433979	1			High				overture:3ee551de-3b6a-41fa-a6ba-fb941aa0e11c	46249	New		https://cocoonvillas.hotelyzer.gr/	dimitris.skarakis@gmail.com									High	Verified	https://explore.overturemaps.org/#id=3ee551de-3b6a-41fa-a6ba-fb941aa0e11c			domain:hotelyzer.gr	306970433979	hotelyzer.gr	cocoon villas maleme bay	Πλατανιάς	Greece	Cocoon Villas Maleme Bay	7653
7654	A	91	Hexham	United Kingdom	Hareshaw Linn Holiday Home Park		rv_park	Hareshaw Linn Holiday Park, Bellingham, Hexham, ENG	447518106578	1			High				overture:712d0b38-7019-4746-95bd-92673948beb4	46249	New		https://horizonholidayparks.co.uk/hareshaw-linn-caravan-park/	hello@horizonholidayparks.co.uk		https://www.instagram.com/horizonholidayparks/							Medium	Verified	https://explore.overturemaps.org/#id=712d0b38-7019-4746-95bd-92673948beb4			domain:horizonholidayparks.co.uk	447518106578	horizonholidayparks.co.uk	hareshaw linn holiday home park	Hexham	United Kingdom	Hareshaw Linn Holiday Home Park	7654
7655	B	78	Grand Junction	USA	Heritage Property Management		real_estate_agent	2650 North Ave Unit 116, Grand Junction, CO	9702433186	1			High				overture:d5fbb5df-fdbb-4d55-9ffe-253bf7de2745	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hpmgj.com	info@hpmgj.com									Medium	Recall-first	https://explore.overturemaps.org/#id=d5fbb5df-fdbb-4d55-9ffe-253bf7de2745			domain:hpmgj.com	9702433186	hpmgj.com	heritage property management	Grand Junction	USA	Heritage Property Management	7655
7656	B	78	Ηράκλειο	Greece	Hi-Tech Property Management		real_estate_service	Λεωφόρος Κνωσού 20, Ηράκλειο	306942996009	1			High				overture:dab21a6d-dff5-48da-a0bd-7e66a690cdb6	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://htpm.gr/	info@htpm.gr		https://www.instagram.com/ancora_themes/							Medium	Recall-first	https://explore.overturemaps.org/#id=dab21a6d-dff5-48da-a0bd-7e66a690cdb6			domain:htpm.gr	306942996009	htpm.gr	hi tech property management	Ηράκλειο	Greece	Hi-Tech Property Management	7656
7657	B	70	London	United Kingdom	Homes Property Management		property_management	43 All Saints Road, London, ENG	442089607730	1			High				overture:da4c38d5-93a2-4a84-ac3e-747dc38a6e83	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.hpmllondon.co.uk/	admin@hpmllondon.co.uk									Medium	Recall-first	https://explore.overturemaps.org/#id=da4c38d5-93a2-4a84-ac3e-747dc38a6e83			domain:hpmllondon.co.uk	442089607730	hpmllondon.co.uk	homes property management	London	United Kingdom	Homes Property Management	7657
7658	A	91	Αθήνα	Greece	Homz Short Term Rentals		holiday_rental_home	Μαυρομιχάλη 142, Αθήνα	302106461504	1			High				overture:e38a164e-5992-4ca3-a6e5-c22c2e84c3db	46249	New		https://www.homz.gr/	info@homz.gr		https://www.instagram.com/homz.gr/							Medium	Verified	https://explore.overturemaps.org/#id=e38a164e-5992-4ca3-a6e5-c22c2e84c3db			domain:homz.gr	302106461504	homz.gr	homz short term rentals	Αθήνα	Greece	Homz Short Term Rentals	7658
7659	B	70	Holland	USA	Honey Do Property Management		property_management	6417 Angola Rd, Holland, OH	14197200133	1			High				overture:a331fdbe-64f6-4ac0-81e3-b6b47bf069c9	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.HoneyDollc.com/	jay@honeydollc.com									Medium	Recall-first	https://explore.overturemaps.org/#id=a331fdbe-64f6-4ac0-81e3-b6b47bf069c9			domain:honeydollc.com	14197200133	honeydollc.com	honey do property management	Holland	USA	Honey Do Property Management	7659
7660	A	88	Θήρα	Greece	Honeymoon Petra Villas		hotel	Ημεροβίγλι, Θήρα	302286022895	1			High				overture:b07b4d98-213f-481a-a849-ab3e6411e64c	46249	New		https://www.honeymoonpetra.com/	info@honeymoonpetra.com		https://www.instagram.com/honeymoon_petra_villas/							High	Verified	https://explore.overturemaps.org/#id=b07b4d98-213f-481a-a849-ab3e6411e64c			domain:honeymoonpetra.com	302286022895	honeymoonpetra.com	honeymoon petra villas	Θήρα	Greece	Honeymoon Petra Villas	7660
7661	A	88	Παλλήνη	Greece	Horizon Dream Villas		hotel	Παλλήνη	306946692017	1			High				overture:2b1d5648-094b-4dc4-8756-c6e477b188c7	46249	New		https://horizondreamvillas.com/	horizondreamvillas@gmail.com		https://www.instagram.com/horizon_dream_villas/							High	Verified	https://explore.overturemaps.org/#id=2b1d5648-094b-4dc4-8756-c6e477b188c7			domain:horizondreamvillas.com	306946692017	horizondreamvillas.com	horizon dream villas	Παλλήνη	Greece	Horizon Dream Villas	7661
7662	A	88	Ηράκλειο	Greece	Horizon Hotels and Villas		hotel	Ξυλούρη Μενελάου 45, Ηράκλειο	306944874316	1			High				overture:c155a9b4-42fb-4794-b0d4-2e8c080c9670	46249	New		https://horizonhotels.gr/	info@horizonhotels.gr									High	Verified	https://explore.overturemaps.org/#id=c155a9b4-42fb-4794-b0d4-2e8c080c9670			domain:horizonhotels.gr	306944874316	horizonhotels.gr	horizon hotels and villas	Ηράκλειο	Greece	Horizon Hotels and Villas	7662
7663	A	88	Ródos	Greece	Horizon Line Villas		hotel	Kiotari, Ródos	306956091030	1			High				overture:d882bda5-8c21-43b5-a8de-5ad025be0720	46249	New		https://www.horizon-villas.com/	info@horizon-villas.com		https://www.instagram.com/horizonlinevillas/							High	Verified	https://explore.overturemaps.org/#id=d882bda5-8c21-43b5-a8de-5ad025be0720			domain:horizon-villas.com	306956091030	horizon-villas.com	horizon line villas	Ródos	Greece	Horizon Line Villas	7663
7664	B	70	Flowery Branch	USA	Host Property Management		property_management	7004 Lake Sterling Blvd, Flowery Branch, GA	18774054678	1			High				overture:b0333040-a132-4263-87dc-17997b3cab1f	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.HostPropertyManagement.com/	info@hostpropertymanagement.com		https://www.instagram.com/hosthomesatlanta/							Medium	Recall-first	https://explore.overturemaps.org/#id=b0333040-a132-4263-87dc-17997b3cab1f			domain:hostpropertymanagement.com	18774054678	hostpropertymanagement.com	host property management	Flowery Branch	USA	Host Property Management	7664
7665	A	88	Breckenridge	USA	Hotel Alpenrock Breckenridge, Curio Collection by Hilton		resort	550 Village Rd, Breckenridge, CO	19705475550	1			High				overture:15c3a6f9-1ec6-4c4f-b122-1eb949bf4884	46249	New		https://www.hotelalpenrock.com/	brinxresource@aol.com		https://www.instagram.com/hotelalpenrock/							High	Verified	https://explore.overturemaps.org/#id=15c3a6f9-1ec6-4c4f-b122-1eb949bf4884			domain:hotelalpenrock.com	19705475550	hotelalpenrock.com	hotel alpenrock breckenridge curio collection by hilton	Breckenridge	USA	Hotel Alpenrock Breckenridge, Curio Collection by Hilton	7665
7666	A	88	Μάλια	Greece	Hotel Matheo Villas & Suites		hotel	1 Theodoros str, Μάλια	302897032980	1			High				overture:dbe8e659-3f0f-43fb-bd31-5c4d1cd665e4	46249	New		http://www.hotel-matheo.com	info@hotel-matheo.com		https://www.instagram.com/hotel_matheo_villas_suites_gr/							High	Verified	https://explore.overturemaps.org/#id=dbe8e659-3f0f-43fb-bd31-5c4d1cd665e4			domain:hotel-matheo.com	302897032980	hotel-matheo.com	hotel matheo villas suites	Μάλια	Greece	Hotel Matheo Villas & Suites	7666
7667	A	88	Cervera del Río Alhama	Spain	Hotel-Boutique by Gonzalo Sesma		hotel	Calle Mayor de San Gil, 2, Cervera del Río Alhama	34941560464	1			High				overture:a14439ff-f468-4181-8bf2-056252d74b4f	46249	New		http://www.hotel-boutique.es/	reservas@hotel-boutique.es									High	Verified	https://explore.overturemaps.org/#id=a14439ff-f468-4181-8bf2-056252d74b4f			domain:hotel-boutique.es	34941560464	hotel-boutique.es	hotel boutique by gonzalo sesma	Cervera del Río Alhama	Spain	Hotel-Boutique by Gonzalo Sesma	7667
7668	B	70	Spartanburg	USA	House 2 Home Property Management LLC		property_management	1230 John B White Sr Blvd, Spartanburg, SC	18643160823	1			High				overture:ce86c9c8-9158-47ba-b695-afc90cb3f2dc	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.House2homemgmt.com/	house2homellc@icloud.com									Medium	Recall-first	https://explore.overturemaps.org/#id=ce86c9c8-9158-47ba-b695-afc90cb3f2dc			domain:house2homemgmt.com	18643160823	house2homemgmt.com	house 2 home property management llc	Spartanburg	USA	House 2 Home Property Management LLC	7668
7669	B	70	Naas	United Kingdom	HouseLet Property Management		property_management	Saint Michael's, 93 English Row, Naas	35316272768	1			High				overture:9ebde6c6-f6df-4a18-9297-3ecff8033018	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.houselet.ie/	info@houselet.ie									Medium	Recall-first	https://explore.overturemaps.org/#id=9ebde6c6-f6df-4a18-9297-3ecff8033018			domain:houselet.ie	35316272768	houselet.ie	houselet property management	Naas	United Kingdom	HouseLet Property Management	7669
7670	B	70	Waterloo	USA	HRS Property Management		property_management	188 King St N, Waterloo, ON	12269780101	1			High				overture:a477073b-f48f-42c6-8b51-6c7e66971faa	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.hrsproperty.com/	info@hrsproperty.com									Medium	Recall-first	https://explore.overturemaps.org/#id=a477073b-f48f-42c6-8b51-6c7e66971faa			domain:hrsproperty.com	12269780101	hrsproperty.com	hrs property management	Waterloo	USA	HRS Property Management	7670
7671	A	88	Narbonne	Spain	Hôtel La Residence Boutique hôtel pour un week end à Narbonne		hotel	6 Rue du 1er Mai, Narbonne	33468321941	1			High				overture:386cfb05-19ad-4bd3-8212-c2b65711f05b	46249	New		https://www.hotelresidence.fr/	contact@hotelresidence.fr		https://www.instagram.com/laresidencenarbonne/							High	Verified	https://explore.overturemaps.org/#id=386cfb05-19ad-4bd3-8212-c2b65711f05b			domain:hotelresidence.fr	33468321941	hotelresidence.fr	hotel la residence boutique hotel pour un week end a narbonne	Narbonne	Spain	Hôtel La Residence Boutique hôtel pour un week end à Narbonne	7671
7672	A	88	Kaş	Greece	Kuluhana Hotel & Villas		hotel	Kışla Caddesi 35, Kaş	905320529396	1			High				overture:31c715cf-2f63-48c1-94b7-bec243b4e36d	46249	New		https://hotelkuluhana.com/	info@hotelkuluhana.com		https://www.instagram.com/kuluhanahotelkalkan/							High	Verified	https://explore.overturemaps.org/#id=31c715cf-2f63-48c1-94b7-bec243b4e36d			domain:hotelkuluhana.com	905320529396	hotelkuluhana.com	kuluhana hotel villas	Kaş	Greece	Kuluhana Hotel & Villas	7672
7673	A	88	Corfu	Greece	Sinium Luxury Villas		hotel	Sinies, Kokkini, Corfu	302103306012	1			High				overture:8daa4029-9bea-4b3e-86e9-ebf3be342e55	46249	New		https://www.hostlab.gr/	contact@hostlab.gr		https://www.instagram.com/hostlabpc/							High	Verified	https://explore.overturemaps.org/#id=8daa4029-9bea-4b3e-86e9-ebf3be342e55			domain:hostlab.gr	302103306012	hostlab.gr	sinium luxury villas	Corfu	Greece	Sinium Luxury Villas	7673
7674	A	91	Hot Springs	USA	Suites at 158 Vacation Rentals		holiday_rental_home	158 Bridge St, Hot Springs, NC	18287779379	1			High				overture:8a1e81ff-66db-4413-b317-4248743d9237	46249	New		http://www.hotspringsncrental.com	suites158@gmail.com		https://www.instagram.com/sandersplace35/							Medium	Verified	https://explore.overturemaps.org/#id=8a1e81ff-66db-4413-b317-4248743d9237			domain:hotspringsncrental.com	18287779379	hotspringsncrental.com	suites at 158 vacation rentals	Hot Springs	USA	Suites at 158 Vacation Rentals	7674
7675	A	88	Σιθωνία	Greece	Villa Hrisavgi		resort	Σιθωνία	306945311304	1			High				overture:19e8baab-5bf4-444d-ac5a-fc8e4b25f9c4	46249	New		http://www.hrisavgi.gr/	villahrisavgi@gmail.com									High	Verified	https://explore.overturemaps.org/#id=19e8baab-5bf4-444d-ac5a-fc8e4b25f9c4			domain:hrisavgi.gr	306945311304	hrisavgi.gr	villa hrisavgi	Σιθωνία	Greece	Villa Hrisavgi	7675
7676	A	88	Чепеларе	Greece	ПроЛайн ски & сноуборд Пампорово - ProLine ski & snowboard school Pamporovo		ski_resort	Хотел "Орфей" Пампорово, Чепеларе	359878529034	1			High				overture:e6854ebb-9c4b-4521-b67c-4127ef7bb0fe	46249	New		http://hotel-orpheus.com/	office@hotel-orpheus.com		https://www.instagram.com/orpheuspamporovo/							High	Verified	https://explore.overturemaps.org/#id=e6854ebb-9c4b-4521-b67c-4127ef7bb0fe			domain:hotel-orpheus.com	359878529034	hotel-orpheus.com	proline ski snowboard school pamporovo	Чепеларе	Greece	ПроЛайн ски & сноуборд Пампорово - ProLine ski & snowboard school Pamporovo	7676
7677	B	78	Κοινότητα Ανατολής	Greece	Anatoli Traditional Villas		hotel	Epar.Od. Kalou Choriou - Metaxochoriou 2, Κοινότητα Ανατολής	302842026166	1			High				overture:b6416c5d-976f-4805-a8fe-25b511f378e5	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.		anatoli.traditional.villas@gmail.com		https://www.instagram.com/data/							Medium	Recall-first	https://explore.overturemaps.org/#id=b6416c5d-976f-4805-a8fe-25b511f378e5			phone:302842026166	302842026166		anatoli traditional villas	Κοινότητα Ανατολής	Greece	Anatoli Traditional Villas	7677
7678	A	88	Σητεία	Greece	Artemis InCreteble Cretan Residences Collection		lodge	Ζερβάκη 7 (Κόκκινα), Σητεία	306938169711	1			High				overture:a503c930-c88d-4e2e-90fa-0cec3975f0ea	46249	New		https://www.increteble.com/	marioskouboulis@gmail.com									High	Verified	https://explore.overturemaps.org/#id=a503c930-c88d-4e2e-90fa-0cec3975f0ea			domain:increteble.com	306938169711	increteble.com	artemis increteble cretan residences collection	Σητεία	Greece	Artemis InCreteble Cretan Residences Collection	7678
7679	B	70	Arcata	USA	Humboldt Property Management		property_management	954 H St, Arcata, CA	17078251515	1			High				overture:43e362d9-05ea-462f-8ab4-37559b6e4181	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://humboldtrentals.com/	info@humboldtrentals.com									Medium	Recall-first	https://explore.overturemaps.org/#id=43e362d9-05ea-462f-8ab4-37559b6e4181			domain:humboldtrentals.com	17078251515	humboldtrentals.com	humboldt property management	Arcata	USA	Humboldt Property Management	7679
7680	A	91	Hvar	Italy	Hvar Boutique Villas		holiday_rental_home	Ulica Vlade Avelinija 34, Hvar	385993936963	1			High				overture:2e19b1b6-ab7d-4532-86d0-4c07fa54553b	46249	New		https://www.hvarboutiquevillas.com/	info@hvarboutiquevillas.com		https://www.instagram.com/kivabarhvar/							High	Verified	https://explore.overturemaps.org/#id=2e19b1b6-ab7d-4532-86d0-4c07fa54553b			domain:hvarboutiquevillas.com	385993936963	hvarboutiquevillas.com	hvar boutique villas	Hvar	Italy	Hvar Boutique Villas	7680
7681	A	88	Stari Grad	Italy	Hvaretta Villas		hotel	Rudina 156, Stari Grad	385977590082	1			High				overture:589d0c4f-6ba4-4e15-99a0-de0342bc01de	46249	New		https://www.hvaretta.com/	sales@hvaretta.com		https://www.instagram.com/hvaretta/							High	Verified	https://explore.overturemaps.org/#id=589d0c4f-6ba4-4e15-99a0-de0342bc01de			domain:hvaretta.com	385977590082	hvaretta.com	hvaretta villas	Stari Grad	Italy	Hvaretta Villas	7681
7682	B	70	Sturtevant	USA	Hyperion Property Management		property_management	2849 Wisconsin St, Sturtevant, WI	14144364198	1			High				overture:67a48fc4-7983-4dea-a37b-5489efd3f131	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	https://www.hyperion-re.com/	hello@hyperion-re.com		https://www.instagram.com/hyperion_companies/							Medium	Recall-first	https://explore.overturemaps.org/#id=67a48fc4-7983-4dea-a37b-5489efd3f131			domain:hyperion-re.com	14144364198	hyperion-re.com	hyperion property management	Sturtevant	USA	Hyperion Property Management	7682
7683	A	88	Konavle	Italy	I Sassi Bianchi Villas		hotel	Pavlovićeva 13, Konavle	12039458955	1			High				overture:c7ebad59-211b-4dfa-a9a7-952d16889715	46249	New		http://www.i-sassi-bianchi-villas.com/	pglogin@gmail.com									High	Verified	https://explore.overturemaps.org/#id=c7ebad59-211b-4dfa-a9a7-952d16889715			domain:i-sassi-bianchi-villas.com	12039458955	i-sassi-bianchi-villas.com	i sassi bianchi villas	Konavle	Italy	I Sassi Bianchi Villas	7683
7684	B	78	Doncaster	United Kingdom	Ideal Estates & Property Management Ltd		real_estate_agent	288 Great North Road, Doncaster, ENG	441302725128	1			High				overture:9b429f4e-61bd-44b9-970d-173120fa3b09	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.ideal-estates.co.uk/	helen@ideal-estates.co.uk		https://www.instagram.com/idealestatesandlettings/							Medium	Recall-first	https://explore.overturemaps.org/#id=9b429f4e-61bd-44b9-970d-173120fa3b09			domain:ideal-estates.co.uk	441302725128	ideal-estates.co.uk	ideal estates property management ltd	Doncaster	United Kingdom	Ideal Estates & Property Management Ltd	7684
7685	B	70	Greenville	USA	iDeal Property Management Group		property_management	214 E Arlington Blvd, Greenville, NC	12527568488	1			High				overture:330c6211-badb-411f-bb2b-6cc0abf9346b	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.idealpropertymgmtgroup.com	idealpropertymgmt@aol.com									Medium	Recall-first	https://explore.overturemaps.org/#id=330c6211-badb-411f-bb2b-6cc0abf9346b			domain:idealpropertymgmtgroup.com	12527568488	idealpropertymgmtgroup.com	ideal property management group	Greenville	USA	iDeal Property Management Group	7685
7686	B	70	Sneads Ferry	USA	Idealist Property Management		property_management	2017 NC-172, Sneads Ferry, NC	19103045707	1			High				overture:c4da9014-932c-4aa8-b851-6b7946c337f8	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.idealistpm.com/	idealistpm@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=c4da9014-932c-4aa8-b851-6b7946c337f8			domain:idealistpm.com	19103045707	idealistpm.com	idealist property management	Sneads Ferry	USA	Idealist Property Management	7686
7687	A	88	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Idilli Villas Lefkada		hotel	Agios Nikitas village, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	306946600625	1			High				overture:c69f004a-c335-44d7-bee8-c4a29fdd19d2	46249	New		https://www.idillivillas.gr/	info@idillivillas.gr		https://www.instagram.com/idillivillaslefkada/							High	Verified	https://explore.overturemaps.org/#id=c69f004a-c335-44d7-bee8-c4a29fdd19d2			domain:idillivillas.gr	306946600625	idillivillas.gr	idilli villas lefkada	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Idilli Villas Lefkada	7687
7688	A	88	Οία	Greece	Ifestio Villas		hotel	Οία	302286071642	1			High				overture:0fbbcaf1-6cd0-48bd-9be7-ce07e76821d1	46249	New		http://www.ifestio.com	info@ifestio.com		https://www.instagram.com/ifestiovillas/							High	Verified	https://explore.overturemaps.org/#id=0fbbcaf1-6cd0-48bd-9be7-ce07e76821d1			domain:ifestio.com	302286071642	ifestio.com	ifestio villas	Οία	Greece	Ifestio Villas	7688
7689	B	70	Merrillville	USA	IGC Residential Property Management		property_management	320 E 90th Dr, Merrillville, IN	12197382322	1			High				overture:b77918d7-fba6-4c44-a6b3-2395765bdcda	46249	New	Recall-first: plausible adjacent hospitality/STR buyer retained.	http://www.igcre.com	amccares@igcre.com									Medium	Recall-first	https://explore.overturemaps.org/#id=b77918d7-fba6-4c44-a6b3-2395765bdcda			domain:igcre.com	12197382322	igcre.com	igc residential property management	Merrillville	USA	IGC Residential Property Management	7689
