	A	91	Monterey	USA	Mangold Property Management		property_management	575 Calle Principal	+18313721338								overture:7eefd479-c6ac-4d4f-9033-12244e79517c	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://mangoldproperties.com/	info@mangoldproperties.com	https://www.mangoldproperties.com/about-us				https://www.mangoldproperties.com/feed/atom				High	Verified	https://explore.overturemaps.org/#id=7eefd479-c6ac-4d4f-9033-12244e79517c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:7eefd479-c6ac-4d4f-9033-12244e79517c	mangoldproperties.com	18313721338	mangold property management	Monterey	USA	HIGH	domain:mangoldproperties.com
	A	91	Woodland	USA	Lawson Property Management		property_management	413 Court St	+15306625858								overture:2dc18719-f226-4998-828d-f77a7722efd5	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.lawsonpropertymanagement.com	admin@lawsonpropertymanagement.com	https://www.lawsonpropertymanagement.com/about.php				https://www.lawsonpropertymanagement.com/rentals.php				High	Verified	https://explore.overturemaps.org/#id=2dc18719-f226-4998-828d-f77a7722efd5	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:2dc18719-f226-4998-828d-f77a7722efd5	lawsonpropertymanagement.com	15306625858	lawson property management	Woodland	USA	HIGH	domain:lawsonpropertymanagement.com
	A	91	Oakland	USA	The Lapham Company Property Management		property_management	4844 Telegraph Ave	+15105947600								overture:da3306a1-69d5-458e-b590-c605143d7023	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.laphamcompany.com/	info@laphamcompany.com	https://www.laphamcompany.com/about-us				https://www.laphamcompany.com/properties-available				High	Verified	https://explore.overturemaps.org/#id=da3306a1-69d5-458e-b590-c605143d7023	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:da3306a1-69d5-458e-b590-c605143d7023	laphamcompany.com	15105947600	the lapham company property management	Oakland	USA	HIGH	domain:laphamcompany.com
	A	91	Oldham	United Kingdom	Landmark Property Management		property_management	582 Broadway	+441616810001								overture:3833322c-994f-411d-a81d-f66b0d7fe2f4	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://landmarkpm.co.uk/	lettings@landmarkpm.co.uk			https://www.facebook.com/landmarkpmco/		https://landmarkpm.co.uk/search?limit=20&includeDisplayAddress=Yes&auto-lat=&auto-lng=&p_department=RL&location=&minimumRent=&maximumRent=&rentFrequency=1&minimumBedrooms=0				High	Verified	https://explore.overturemaps.org/#id=3833322c-994f-411d-a81d-f66b0d7fe2f4	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:3833322c-994f-411d-a81d-f66b0d7fe2f4	landmarkpm.co.uk	441616810001	landmark property management	Oldham	United Kingdom	HIGH	domain:landmarkpm.co.uk
	A	91	Burnley	United Kingdom	Lancashire Property Management		property_management	25a Hebrew Road	+441282792480								overture:29470302-c15f-4838-9eb0-efcafc29fcdf	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.lancashirepm.co.uk/	info@lancashirepm.co.uk	https://www.lancashirepm.co.uk/contact				https://www.lancashirepm.co.uk/properties-for-sale				High	Verified	https://explore.overturemaps.org/#id=29470302-c15f-4838-9eb0-efcafc29fcdf	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:29470302-c15f-4838-9eb0-efcafc29fcdf	lancashirepm.co.uk	441282792480	lancashire property management	Burnley	United Kingdom	HIGH	domain:lancashirepm.co.uk
	A	91	Killarney	Ireland	Kerry Property Management and Sales		property_management	5 Langford St	+353669761780								overture:0fdc9874-eeff-493e-90c6-188844327c25	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://kerrypropertymanagement.com/	info@kerrypropertymanagement.com	https://kerrypropertymanagement.com/about-us/		https://www.facebook.com/KerryPropertyManagement/						High	Verified	https://explore.overturemaps.org/#id=0fdc9874-eeff-493e-90c6-188844327c25	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:0fdc9874-eeff-493e-90c6-188844327c25	kerrypropertymanagement.com	353669761780	kerry property management and sales	Killarney	Ireland	HIGH	domain:kerrypropertymanagement.com
	A	91	Limavady	United Kingdom	JSWAP Property Management		property_management	11 Irish Green Street	+442877767070								overture:36fb3178-e215-4f4d-a7a4-754cde4402d8	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.jswap.co.uk	info@jswap.co.uk	http://www.jswap.co.uk/contactus.asp?l=y				http://www.jswap.co.uk/rentals.asp				High	Verified	https://explore.overturemaps.org/#id=36fb3178-e215-4f4d-a7a4-754cde4402d8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:36fb3178-e215-4f4d-a7a4-754cde4402d8	jswap.co.uk	442877767070	jswap property management	Limavady	United Kingdom	HIGH	domain:jswap.co.uk
	A	91	San Francisco	USA	Jackson Group Property Management		property_management	1806 Balboa St	+14153799035								overture:61dad152-45d7-40dd-a558-396baab7c717	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.jacksongroup.net/	info@jacksongroup.net	https://www.jacksongroup.net/about-us		https://www.facebook.com/JacksonGroup/						High	Verified	https://explore.overturemaps.org/#id=61dad152-45d7-40dd-a558-396baab7c717	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:61dad152-45d7-40dd-a558-396baab7c717	jacksongroup.net	14153799035	jackson group property management	San Francisco	USA	HIGH	domain:jacksongroup.net
	A	91	Naas	United Kingdom	HouseLet Property Management		property_management	Saint Michael's, 93 English Row	+35316272768								overture:9ebde6c6-f6df-4a18-9297-3ecff8033018	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.houselet.ie/	info@houselet.ie	https://www.houselet.ie/aboutus		https://www.facebook.com/HouseLetProperty/						High	Verified	https://explore.overturemaps.org/#id=9ebde6c6-f6df-4a18-9297-3ecff8033018	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:9ebde6c6-f6df-4a18-9297-3ecff8033018	houselet.ie	35316272768	houselet property management	Naas	United Kingdom	HIGH	domain:houselet.ie
	A	91	San Jose	USA	Golden State Property Management		property_management	4010 Moorpark Ave	+14084772635								overture:e09ef3f2-33fc-4ddd-bf61-87d6f640f87c	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.goldenstatepropertymanagement.com/	goldenstatepropertysanjose@gmail.com	https://goldenstatepropertymanagement.com/about-us/		https://www.facebook.com/goldenstatepropertymanagement/						High	Verified	https://explore.overturemaps.org/#id=e09ef3f2-33fc-4ddd-bf61-87d6f640f87c	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:e09ef3f2-33fc-4ddd-bf61-87d6f640f87c	goldenstatepropertymanagement.com	14084772635	golden state property management	San Jose	USA	HIGH	domain:goldenstatepropertymanagement.com
	A	91	Poulton-le-Fylde	United Kingdom	S.J. Gartside Property Management Services		property_management	The Estate Office, Cocker Avenue	+441253886336								overture:451617ba-c83d-4e2a-a72c-813e0c767d16	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.gartside.co.uk	steve@gartside.co.uk	https://www.gartside.co.uk/forms/enquiry_i.html				https://www.gartside.co.uk/properties/l.html				Medium	Recall-first	https://explore.overturemaps.org/#id=451617ba-c83d-4e2a-a72c-813e0c767d16	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:451617ba-c83d-4e2a-a72c-813e0c767d16	gartside.co.uk	441253886336	s j gartside property management services	Poulton-le-Fylde	United Kingdom	MEDIUM	domain:gartside.co.uk
