	A	91	Fort Mill	USA	Tailored Homes Property Management		property_management	885 Gold Hill Rd	+18036190080								overture:d0c2a9fb-fadd-4dfd-9f09-96738a4b50e1	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.RentTailored.com/	info@renttailored.com	http://www.RentTailored.com/about	https://www.instagram.com/renttailored/			http://www.RentTailored.com/york-homes-for-rent				High	Verified	https://explore.overturemaps.org/#id=d0c2a9fb-fadd-4dfd-9f09-96738a4b50e1; http://www.renttailored.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:d0c2a9fb-fadd-4dfd-9f09-96738a4b50e1	renttailored.com	18036190080	tailored homes property management	Fort Mill	USA	HIGH	domain:renttailored.com
	A	91	London	United Kingdom	Reka Property Management		property_management	5 Clerkenwell Road	+442036339356								overture:07143eed-2fff-495b-8843-4fb71644d1b0	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://rekaproperty.co.uk/	lettings@rekaproperty.co.uk	https://rekaproperty.co.uk/contact-us/		https://www.facebook.com/rekapropertyltd/		https://rekaproperty.co.uk/properties/rooms-to-rent-in-highbury/				High	Verified	https://explore.overturemaps.org/#id=07143eed-2fff-495b-8843-4fb71644d1b0	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:07143eed-2fff-495b-8843-4fb71644d1b0	rekaproperty.co.uk	442036339356	reka property management	London	United Kingdom	HIGH	domain:rekaproperty.co.uk
	A	91	Bristol	United Kingdom	React Property Management and Lettings		property_management	124f Bromley Heath Road	+441179568551								overture:f7601b66-0772-45ef-ad3e-2eee76be7303	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://reactproperty.co.uk/	info@reactproperty.co.uk	https://reactproperty.co.uk/about-us/			https://wa.me/447493342410	https://reactproperty.co.uk/properties				High	Verified	https://explore.overturemaps.org/#id=f7601b66-0772-45ef-ad3e-2eee76be7303	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f7601b66-0772-45ef-ad3e-2eee76be7303	reactproperty.co.uk	441179568551	react property management and lettings	Bristol	United Kingdom	HIGH	domain:reactproperty.co.uk
	A	91	London	United Kingdom	Prudential Property Management		property_management	124 City Road	+442039293459								overture:00aca634-d13f-4ba8-b095-eef53b98f492	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.prudentialpromanagement.co.uk/	info@prudentialpromanagement.co.uk	https://prudentialpromanagement.co.uk/get-in-touch	https://www.instagram.com/prudentialpromanagement/	https://www.facebook.com/prudentialpromanagment/						Medium	Recall-first	https://explore.overturemaps.org/#id=00aca634-d13f-4ba8-b095-eef53b98f492; https://prudentialpromanagement.co.uk/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:00aca634-d13f-4ba8-b095-eef53b98f492	prudentialpromanagement.co.uk	442039293459	prudential property management	London	United Kingdom	MEDIUM	domain:prudentialpromanagement.co.uk
	A	91	Inverurie	United Kingdom	PMC Property Management and Lettings		property_management	PMC House, Little Square	+441651873838								overture:dfc5888f-d4f5-4e2e-af3d-368c9a2cb432	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.pmcproperty.com/	customerservices@pmcproperty.com	https://www.pmcproperty.com/contact-us	https://www.instagram.com/pmcpropertyco/	https://www.facebook.com/pmcpropertyco/						Medium	Recall-first	https://explore.overturemaps.org/#id=dfc5888f-d4f5-4e2e-af3d-368c9a2cb432; https://www.pmcproperty.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:dfc5888f-d4f5-4e2e-af3d-368c9a2cb432	pmcproperty.com	441651873838	pmc property management and lettings	Inverurie	United Kingdom	MEDIUM	domain:pmcproperty.com
	A	91	Anderson	USA	Places & Spaces Property Management		property_management	2326 Balls Ferry Rd	+15302265300								overture:cb683ace-8acb-460d-a344-2b0c8fb82282	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.placesandspaces.net/	hello@placesandspaces.net	https://www.placesandspaces.net/about-us	https://www.instagram.com/places_and_spaces_pm/	https://www.facebook.com/placesandspacespropertymanagement/						High	Verified	https://explore.overturemaps.org/#id=cb683ace-8acb-460d-a344-2b0c8fb82282; https://www.placesandspaces.net/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:cb683ace-8acb-460d-a344-2b0c8fb82282	placesandspaces.net	15302265300	places spaces property management	Anderson	USA	HIGH	domain:placesandspaces.net
	A	91	Gatlinburg	USA	Parkside Cabin Rentals		cabin	122 Parkway	+18654365053								overture:becf2a84-6acd-44fc-8de6-34f5ab69196a	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.parksidecabinrentals.com/	reservations@parksidecabinrentals.com	https://www.parksidecabinrentals.com/contact-us/		https://www.facebook.com/ParksideCabinRentals/		https://www.parksidecabinrentals.com/cabin-rentals/2-bedroom-cabins/				High	Verified	https://explore.overturemaps.org/#id=becf2a84-6acd-44fc-8de6-34f5ab69196a	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:becf2a84-6acd-44fc-8de6-34f5ab69196a	parksidecabinrentals.com	18654365053	parkside cabin rentals	Gatlinburg	USA	HIGH	domain:parksidecabinrentals.com
	A	91	Birmingham	United Kingdom	NMZ Property Management & Investments Ltd		property_management	Suite 4, Aston Cross Business Park, Rocky Ln	+441216380386								overture:65432a2b-7138-4cdc-b1b4-613ddc037509	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.nmzproperty.com/	nav@nmzproperty.com	http://www.nmzproperty.com/	https://www.instagram.com/nmzproperty/			http://www.nmzproperty.com/shared-accommodation.html				High	Verified	https://explore.overturemaps.org/#id=65432a2b-7138-4cdc-b1b4-613ddc037509; http://www.nmzproperty.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:65432a2b-7138-4cdc-b1b4-613ddc037509	nmzproperty.com	441216380386	nmz property management investments ltd	Birmingham	United Kingdom	HIGH	domain:nmzproperty.com
	A	91	Knoxville	USA	NBS Property Management		property_management	6408 Clinton Hwy	+18653472729								overture:c4d77bc6-636f-47ee-ab28-34b96d4bd167	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://nbspropertymanagement.com/	nbs@nbspropertymanagement.com	https://www.nbspropertymanagement.com/about-us		https://www.facebook.com/profile.php/		https://www.nbspropertymanagement.com/our-properties				High	Verified	https://explore.overturemaps.org/#id=c4d77bc6-636f-47ee-ab28-34b96d4bd167	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:c4d77bc6-636f-47ee-ab28-34b96d4bd167	nbspropertymanagement.com	18653472729	nbs property management	Knoxville	USA	HIGH	domain:nbspropertymanagement.com
	A	91	Pigeon Forge	USA	Heritage Cabin Rentals		cabin	2740 Florence Dr	+18779783410								overture:c32947a7-39fc-473e-9cca-e8282c12047d	2026-08-15T00:45:42.545149Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://myheritagecabin.com/	info@myheritagecabin.com	https://myheritagecabin.com/contact-us/		https://www.facebook.com/myheritagecabin/		https://myheritagecabin.com/properties/1-bedroom-cabins/				High	Verified	https://explore.overturemaps.org/#id=c32947a7-39fc-473e-9cca-e8282c12047d	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:c32947a7-39fc-473e-9cca-e8282c12047d	myheritagecabin.com	18779783410	heritage cabin rentals	Pigeon Forge	USA	HIGH	domain:myheritagecabin.com
