	A	91	Marmaris	Greece	Oasis Apartment		hotel	200. Sokak 4	+902524178272								overture:19385d4e-3f50-41ff-8722-0d02198d3e96	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.oasisotel.com		http://www.oasisotel.com/oasis/contact								Medium	Recall-first	https://explore.overturemaps.org/#id=19385d4e-3f50-41ff-8722-0d02198d3e96	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:19385d4e-3f50-41ff-8722-0d02198d3e96	oasisotel.com	902524178272	oasis apartment	Marmaris	Greece	MEDIUM	domain:oasisotel.com
	A	91	Liverpool	United Kingdom	Merseyview Luxury Apartment		hotel	The Anchorage	07970 460320								overture:85736cd5-e874-450f-874f-b37de556d64c	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://merseyview.co.uk		https://merseyview.co.uk/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=85736cd5-e874-450f-874f-b37de556d64c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:85736cd5-e874-450f-874f-b37de556d64c	merseyview.co.uk	07970460320	merseyview luxury apartment	Liverpool	United Kingdom	PERMISSIVE	domain:merseyview.co.uk
	A	91	Kailua Kona	USA	The Beach Villas at Kahalu'u		holiday_rental_home	78-6721 Alii Dr	+18664564252								overture:7532021e-783e-410d-b9b7-7a2cf9719d85	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.konarentals.net		http://www.konarentals.net/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=7532021e-783e-410d-b9b7-7a2cf9719d85	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:7532021e-783e-410d-b9b7-7a2cf9719d85	konarentals.net	18664564252	the beach villas at kahalu u	Kailua Kona	USA	PERMISSIVE	domain:konarentals.net
	A	91	Kailua Kona	USA	Magic Sands Vacation Rentals		property_management	75-5776 Kuakini Hwy	+18083299393								overture:c4632129-0607-4e8c-b507-1d7480e90f33	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://konahawaii.com		http://www.konahawaii.com/contact/								Permissive	Qualification	https://explore.overturemaps.org/#id=c4632129-0607-4e8c-b507-1d7480e90f33	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:c4632129-0607-4e8c-b507-1d7480e90f33	konahawaii.com	18083299393	magic sands vacation rentals	Kailua Kona	USA	PERMISSIVE	domain:konahawaii.com
	A	91	Waikoloa	USA	Kohala Coast Vacation Rentals		resort	250 Waikoloa Beach Drive	(800) 492-1511								overture:b3c5809c-1956-415d-aff4-4a087e9ac8b5	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://kohalavacationrentals.com			https://www.instagram.com/kohalacoastproperties/							High	Verified	https://explore.overturemaps.org/#id=b3c5809c-1956-415d-aff4-4a087e9ac8b5; https://kohalacoastpropertiesinc.com	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b3c5809c-1956-415d-aff4-4a087e9ac8b5	kohalavacationrentals.com	8004921511	kohala coast vacation rentals	Waikoloa	USA	HIGH	domain:kohalavacationrentals.com
	A	91	Pahoa	USA	Kehena Beach Villas Ocean Front Vacation Rentals Big Island Hawaii		holiday_rental_home	12-7209 Moana Kai Pali Pl	+18089652366								overture:55cac064-11f3-4b05-8ff2-038332964788	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://kehenabeach.com/		http://kehenabeach.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=55cac064-11f3-4b05-8ff2-038332964788	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:55cac064-11f3-4b05-8ff2-038332964788	kehenabeach.com	18089652366	kehena beach villas ocean front vacation rentals big island hawaii	Pahoa	USA	PERMISSIVE	domain:kehenabeach.com
	A	91	Pahala	USA	Black Sand Beach vacation rental		beach	95-810 Ninole Loop Rd	+18089374990								overture:483f1c21-2172-4e67-b097-cdb331cbf849	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.kaurentals.com/		https://www.kaurentals.com/about-us								High	Verified	https://explore.overturemaps.org/#id=483f1c21-2172-4e67-b097-cdb331cbf849	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:483f1c21-2172-4e67-b097-cdb331cbf849	kaurentals.com	18089374990	black sand beach vacation rental	Pahala	USA	HIGH	domain:kaurentals.com
	A	91	Edmonton	Canada	Initia Property Management		property_management	11823 114 Ave NW	+17807076909								overture:23ef040c-0709-4de5-9039-1056c358e1bc	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.initiapropertymanagement.ca/		https://www.initiapropertymanagement.ca/aprg/contact.aspx?sid=102114								Permissive	Qualification	https://explore.overturemaps.org/#id=23ef040c-0709-4de5-9039-1056c358e1bc	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:23ef040c-0709-4de5-9039-1056c358e1bc	initiapropertymanagement.ca	17807076909	initia property management	Edmonton	Canada	PERMISSIVE	domain:initiapropertymanagement.ca
	A	91	Grande Prairie	Canada	High Quality Property Management		property_management	9613 98 St	+17802283788								overture:edac486d-dcd7-44ee-93b4-4f4ba86f78c6	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.highqualitypropertymanagement.ca/		https://www.highqualitypropertymanagement.ca/contact-2/								Permissive	Qualification	https://explore.overturemaps.org/#id=edac486d-dcd7-44ee-93b4-4f4ba86f78c6	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:edac486d-dcd7-44ee-93b4-4f4ba86f78c6	highqualitypropertymanagement.ca	17802283788	high quality property management	Grande Prairie	Canada	PERMISSIVE	domain:highqualitypropertymanagement.ca
	A	91	Σκαλέτα	Greece	Helena's Aparthotel		resort	Σκαλέτα	6980600968								overture:4cc80cdc-e7c6-471c-a787-9e3d85c0c451	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://helenasaparthotel.com/		https://helenasaparthotel.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=4cc80cdc-e7c6-471c-a787-9e3d85c0c451	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:4cc80cdc-e7c6-471c-a787-9e3d85c0c451	helenasaparthotel.com	6980600968	helena s aparthotel	Σκαλέτα	Greece	PERMISSIVE	domain:helenasaparthotel.com
