	A	91	Lakeport	USA	Country Air Property Management		property_management	460 S Main St	+17072632646								overture:355606d4-3367-460e-b890-899e04ce4ad8	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.countryairrentals.com/						https://www.countryairrentals.com/feed/atom				High	Verified	https://explore.overturemaps.org/#id=355606d4-3367-460e-b890-899e04ce4ad8	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:355606d4-3367-460e-b890-899e04ce4ad8	countryairrentals.com	17072632646	country air property management	Lakeport	USA	HIGH	domain:countryairrentals.com
	A	91	Savannah	USA	Cora Bett Thomas Vacation Rentals		holiday_rental_home	15 E York St Ste B	(912) 721-9955								overture:447ca159-240a-4bd7-b15e-1e1ce8086125	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.corabettvacationrentals.com			https://www.instagram.com/corabettthomasrentals/							High	Verified	https://explore.overturemaps.org/#id=447ca159-240a-4bd7-b15e-1e1ce8086125; https://corabettthomasrentals.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:447ca159-240a-4bd7-b15e-1e1ce8086125	corabettvacationrentals.com	9127219955	cora bett thomas vacation rentals	Savannah	USA	HIGH	domain:corabettvacationrentals.com
	A	91	Roma	Italy	Casa Vacanze centroroma Appartamento Vacanze Holiday home centroroma		pet_boarding	Via Merulana, 117	3801946445								overture:896b201f-2cdd-4bc3-a505-212f8df27997	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.centroroma.com/		http://www.centroroma.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=896b201f-2cdd-4bc3-a505-212f8df27997	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:896b201f-2cdd-4bc3-a505-212f8df27997	centroroma.com	3801946445	casa vacanze centroroma appartamento vacanze holiday home centroroma	Roma	Italy	PERMISSIVE	domain:centroroma.com
	A	91	Albuquerque	USA	Coldwell Banker Legacy Property Management		property_management	6719 Academy Rd NE	+15057961400								overture:621271b3-72b0-45fb-8dae-aaf4b87d7ded	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.cblegacypropertymanagement.com		https://www.cblegacypropertymanagement.com/about-us								Medium	Recall-first	https://explore.overturemaps.org/#id=621271b3-72b0-45fb-8dae-aaf4b87d7ded	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:621271b3-72b0-45fb-8dae-aaf4b87d7ded	cblegacypropertymanagement.com	15057961400	coldwell banker legacy property management	Albuquerque	USA	MEDIUM	domain:cblegacypropertymanagement.com
	A	91	Charlotte	USA	Carolina Property Management, LLC		property_management	1430 S Mint St, #106	7045504854								overture:b45f0a8c-f142-4ee3-be37-8f7c73e46c9b	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.carolinaspropertymanagement.com/			https://www.instagram.com/carolinaspropertymanagement/							Medium	Recall-first	https://explore.overturemaps.org/#id=b45f0a8c-f142-4ee3-be37-8f7c73e46c9b; https://www.carolinapropertymanagement.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b45f0a8c-f142-4ee3-be37-8f7c73e46c9b	carolinaspropertymanagement.com	7045504854	carolina property management llc	Charlotte	USA	MEDIUM	domain:carolinaspropertymanagement.com
	A	91	Burnaby	Canada	Calmora Property Management			438 Gamma Ave, Apt. 201	7787653056								overture:646cf46c-cd96-45f3-b0e5-e60bf72923a2	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.calmoraproperties.com/			https://www.instagram.com/calmoraproperties/							Permissive	Qualification	https://explore.overturemaps.org/#id=646cf46c-cd96-45f3-b0e5-e60bf72923a2; https://www.calmoraproperties.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:646cf46c-cd96-45f3-b0e5-e60bf72923a2	calmoraproperties.com	7787653056	calmora property management	Burnaby	Canada	PERMISSIVE	domain:calmoraproperties.com
	A	91	Arcata	USA	Complete Property Management		property_management	1175 G St	+17075993434								overture:03dd5be3-34f8-4738-b95a-4dc1952bec21	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www2.dre.ca.gov/PublicASP/pplinfo.asp		https://www.dre.ca.gov/About/								Permissive	Qualification	https://explore.overturemaps.org/#id=03dd5be3-34f8-4738-b95a-4dc1952bec21	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:03dd5be3-34f8-4738-b95a-4dc1952bec21	ca.gov	17075993434	complete property management	Arcata	USA	PERMISSIVE	domain:ca.gov
	A	91	Delta	Canada	City 2 City Property Management		property_management	9453 120 St	+17785643008								overture:5f1894cf-bdee-4c82-87cc-b7451067b5ed	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.businesstogo.net		http://www.businesstogo.net/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=5f1894cf-bdee-4c82-87cc-b7451067b5ed	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:5f1894cf-bdee-4c82-87cc-b7451067b5ed	businesstogo.net	17785643008	city 2 city property management	Delta	Canada	PERMISSIVE	domain:businesstogo.net
	A	91	Clovis	USA	Bulletproof Property Management		property_management	55 Shaw Ave Ste 207	5595549841								overture:9da57a83-7483-4e63-924b-2df4468bba6a	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.bulletproofpropertymanagement.com/		https://www.bulletproofpropertymanagement.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=9da57a83-7483-4e63-924b-2df4468bba6a	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:9da57a83-7483-4e63-924b-2df4468bba6a	bulletproofpropertymanagement.com	5595549841	bulletproof property management	Clovis	USA	PERMISSIVE	domain:bulletproofpropertymanagement.com
	A	91	Bullhead City	USA	Property Management Service-Division Of Buck Reynolds Corporation		real_estate_agent	1834 Highway 95	(928) 763-7368								overture:0a86306d-7430-4066-81a8-f7fc311f0199	2026-08-15T13:43:33.049860Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.buckreynoldscorporation.com		http://www.buckreynoldscorporation.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=0a86306d-7430-4066-81a8-f7fc311f0199	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:0a86306d-7430-4066-81a8-f7fc311f0199	buckreynoldscorporation.com	9287637368	property management service division of buck reynolds corporation	Bullhead City	USA	PERMISSIVE	domain:buckreynoldscorporation.com
