	A	91	Markt Schwaben	Germany	Z.E.U.S. Property Management GmbH		property_management	Trappentreustr. 8	081217719883								overture:d75272f4-622d-499a-8f97-ec80da3d8238	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://zeus-pm.de/	info@zeus-pm.de									Permissive	Qualification	https://explore.overturemaps.org/#id=d75272f4-622d-499a-8f97-ec80da3d8238; https://zeus-pm.de/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference. Public business email recovered from first-party website; no inference.				overture:d75272f4-622d-499a-8f97-ec80da3d8238	zeus-pm.de	081217719883	z e u s property management gmbh	Markt Schwaben	Germany	PERMISSIVE	domain:zeus-pm.de
	A	91	Saint Petersburg	USA	Wise Property Management		property_management	970 Lake Carillon Dr Ste 300	8139685665								overture:138de923-5740-43d8-ada3-c354504ef150	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.wisepropertymanagement.com/		https://wisepropertymanagement.com/about/								Permissive	Qualification	https://explore.overturemaps.org/#id=138de923-5740-43d8-ada3-c354504ef150	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:138de923-5740-43d8-ada3-c354504ef150	wisepropertymanagement.com	8139685665	wise property management	Saint Petersburg	USA	PERMISSIVE	domain:wisepropertymanagement.com
	A	91	Fort Lauderdale	USA	Grasshoppers Commercial Property Management		property_management	6300 NE 1st Ave Ste 102b	9549826360								overture:bba56641-c9a2-4cdc-9357-718480d53777	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.wehoponit.com/		http://www.wehoponit.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=bba56641-c9a2-4cdc-9357-718480d53777	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:bba56641-c9a2-4cdc-9357-718480d53777	wehoponit.com	9549826360	grasshoppers commercial property management	Fort Lauderdale	USA	PERMISSIVE	domain:wehoponit.com
	A	91	Sanibel	USA	Waterstone Resorts & Vacation Homes		hotel	1177 Causeway Blvd	+12394721498								overture:b4fb75e2-4026-4aed-90ca-dc50c5d50d35	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.waterstoneresorts.com/			https://www.instagram.com/royalshell/							Permissive	Qualification	https://explore.overturemaps.org/#id=b4fb75e2-4026-4aed-90ca-dc50c5d50d35; https://www.royalshell.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b4fb75e2-4026-4aed-90ca-dc50c5d50d35	waterstoneresorts.com	12394721498	waterstone resorts vacation homes	Sanibel	USA	PERMISSIVE	domain:waterstoneresorts.com
	A	91	Orlando	USA	Sheraton Vistana Resort Villas, Lake Buena Vista/Orlando		resort	8801 Vistana Centre Dr	+14072393100								overture:49aa39dd-0154-4acd-aea1-b2c2f420b327	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.vistana.com			https://www.instagram.com/themarriottvacationclubs/							High	Verified	https://explore.overturemaps.org/#id=49aa39dd-0154-4acd-aea1-b2c2f420b327; https://www.marriottvacationclubs.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:49aa39dd-0154-4acd-aea1-b2c2f420b327	vistana.com	14072393100	sheraton vistana resort villas lake buena vista orlando	Orlando	USA	HIGH	domain:vistana.com
	A	91	Castiadas	Italy	Villas Resort Hotel & Spa		resort	Viale dei Platani 8	070 991 9028								overture:10e8dd76-ee5f-49c7-9962-daca67f19278	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.villasresort.it		https://www.villasresort.it/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=10e8dd76-ee5f-49c7-9962-daca67f19278	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:10e8dd76-ee5f-49c7-9962-daca67f19278	villasresort.it	0709919028	villas resort hotel spa	Castiadas	Italy	PERMISSIVE	domain:villasresort.it
	A	91	Isla Holbox	Mexico	Villas HM Paraíso del Mar		resort	Avda. Plutarco Elias, s/n Isla Holbox Holbox Q.R MX	9848752062								overture:65afac27-9df2-4266-a19a-629bc79395fd	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.villashmparaisodelmar.com/			https://www.instagram.com/hmhotels/							High	Verified	https://explore.overturemaps.org/#id=65afac27-9df2-4266-a19a-629bc79395fd; https://www.hmhotels.com/villas-hm-paraiso-del-mar/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:65afac27-9df2-4266-a19a-629bc79395fd	villashmparaisodelmar.com	9848752062	villas hm paraiso del mar	Isla Holbox	Mexico	HIGH	domain:villashmparaisodelmar.com
	A	91	Jupiter	USA	VERSA Property Management		property_management	661 University Blvd	+18773541380								overture:5b82c4cb-a74a-4800-acbe-ad697d4d6cd1	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://VersaPM.com/			https://www.instagram.com/rendinahre/							Permissive	Qualification	https://explore.overturemaps.org/#id=5b82c4cb-a74a-4800-acbe-ad697d4d6cd1; https://rendina.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:5b82c4cb-a74a-4800-acbe-ad697d4d6cd1	versapm.com	18773541380	versa property management	Jupiter	USA	PERMISSIVE	domain:versapm.com
	A	91	Vero Beach	USA	Vero Vacation Rental		vacation_rental_agent	646 Honeysuckle Ln	7724945041								overture:a1ad8a53-ce43-422c-99e7-41b302df7e1f	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.verovacationrental.com/						https://www.verovacationrental.com/book				High	Verified	https://explore.overturemaps.org/#id=a1ad8a53-ce43-422c-99e7-41b302df7e1f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:a1ad8a53-ce43-422c-99e7-41b302df7e1f	verovacationrental.com	7724945041	vero vacation rental	Vero Beach	USA	HIGH	domain:verovacationrental.com
	A	91	Naples	USA	VILLA BELLY - Vacation Home Naples		holiday_rental_home	2218 Queens Blvd	+12399203636								overture:4eea6963-094f-498f-9ea9-d0bc84cf3aeb	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://vacation-naples.com/		https://www.vacation-naples.com/about/								Medium	Recall-first	https://explore.overturemaps.org/#id=4eea6963-094f-498f-9ea9-d0bc84cf3aeb	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:4eea6963-094f-498f-9ea9-d0bc84cf3aeb	vacation-naples.com	12399203636	villa belly vacation home naples	Naples	USA	MEDIUM	domain:vacation-naples.com
	A	91	Aventura	USA	US FLORIDA PROPERTY MANAGEMENT - Aventura			17971 Biscayne Blvd Ste 221	7865712691								overture:39e74ca3-8ea0-4617-abfa-8e7ecd3c60a1	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.us-florida-property-management.com/		https://www.us-florida-property-management.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=39e74ca3-8ea0-4617-abfa-8e7ecd3c60a1	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:39e74ca3-8ea0-4617-abfa-8e7ecd3c60a1	us-florida-property-management.com	7865712691	us florida property management aventura	Aventura	USA	PERMISSIVE	domain:us-florida-property-management.com
	A	91	Miami	USA	Urban Key Property Management		property_management	5966 S Dixie Hwy	+17862394929								overture:5da21e1a-be7f-4b73-9f83-c8d3e31bddc9	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://urbankeypm.com/		https://urbankeypm.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=5da21e1a-be7f-4b73-9f83-c8d3e31bddc9	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:5da21e1a-be7f-4b73-9f83-c8d3e31bddc9	urbankeypm.com	17862394929	urban key property management	Miami	USA	PERMISSIVE	domain:urbankeypm.com
	A	91	Jupiter	USA	Triton Property Management			900 E Indiantown Rd Ste 210	5612506565								overture:075afaf9-c7c5-4b9a-883e-50036fb99d8a	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.tritoncam.com/contact/		https://www.tritoncam.com/contact-us/								Medium	Recall-first	https://explore.overturemaps.org/#id=075afaf9-c7c5-4b9a-883e-50036fb99d8a	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:075afaf9-c7c5-4b9a-883e-50036fb99d8a	tritoncam.com	5612506565	triton property management	Jupiter	USA	MEDIUM	domain:tritoncam.com
	A	91	Brno	Czechia	Campea aparthotel		hotel	Studentská 797/1	+420720968750								overture:1222b895-930f-4a9e-94d9-fdf7cb914ad1	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://campea.tripcombined.com/						https://campea.tripcombined.com/book				Medium	Recall-first	https://explore.overturemaps.org/#id=1222b895-930f-4a9e-94d9-fdf7cb914ad1	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:1222b895-930f-4a9e-94d9-fdf7cb914ad1	tripcombined.com	420720968750	campea aparthotel	Brno	Czechia	MEDIUM	domain:tripcombined.com
	A	91	De Leon Springs	USA	Tri-County Property Management		property_management	5645 Johnson Lake Rd	+13868042700								overture:b648655a-d937-4f98-9118-a5f52da0bd00	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://tricountylandscape.net/		https://www.tricountylandscape.net/index.php/contact-us/								Permissive	Qualification	https://explore.overturemaps.org/#id=b648655a-d937-4f98-9118-a5f52da0bd00	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b648655a-d937-4f98-9118-a5f52da0bd00	tricountylandscape.net	13868042700	tri county property management	De Leon Springs	USA	PERMISSIVE	domain:tricountylandscape.net
	A	91	Isla Mujeres	Mexico	La Pasion		bed_and_breakfast	M193 Lot 11 La Gloria (Carib side near Isla 33 Condos)	+529982056030								overture:3a2e8f49-1e7d-4075-a99a-db2f296da42c	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.travelislamujeres.com/		http://www.travelislamujeres.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=3a2e8f49-1e7d-4075-a99a-db2f296da42c	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:3a2e8f49-1e7d-4075-a99a-db2f296da42c	travelislamujeres.com	529982056030	la pasion	Isla Mujeres	Mexico	PERMISSIVE	domain:travelislamujeres.com
	A	91	Coral Springs	USA	Top Professional Property Management		property_management	10100 W Sample Rd	+17548121567								overture:f0017baa-27b8-4467-a9d2-b1ef26b62cae	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.topprofessionalpropertymgmt.com/		http://www.topprofessionalpropertymgmt.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=f0017baa-27b8-4467-a9d2-b1ef26b62cae	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:f0017baa-27b8-4467-a9d2-b1ef26b62cae	topprofessionalpropertymgmt.com	17548121567	top professional property management	Coral Springs	USA	PERMISSIVE	domain:topprofessionalpropertymgmt.com
	A	91	Sarasota	USA	Timberwoods Vacation Villas		resort	3609 Yellow Pine Ct	(941) 312-5934								overture:9d23658a-16fb-4a98-821d-fae9bc68ca8b	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.timberwoods.com		http://www.timberwoods.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=9d23658a-16fb-4a98-821d-fae9bc68ca8b	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:9d23658a-16fb-4a98-821d-fae9bc68ca8b	timberwoods.com	9413125934	timberwoods vacation villas	Sarasota	USA	PERMISSIVE	domain:timberwoods.com
	A	91	Fort Lauderdale	USA	Sunny Florida Vacation Homes		vacation_rental_agent	2787 E Oakland Park Blvd	9542261449								overture:0130a318-aa7b-4bb3-a70e-8cdd7b813dba	2026-08-15T14:16:16.296920Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://sunnyfloridavacationhomes.com/		https://sunnyfloridavacationhomes.com/contact								Permissive	Qualification	https://explore.overturemaps.org/#id=0130a318-aa7b-4bb3-a70e-8cdd7b813dba	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:0130a318-aa7b-4bb3-a70e-8cdd7b813dba	sunnyfloridavacationhomes.com	9542261449	sunny florida vacation homes	Fort Lauderdale	USA	PERMISSIVE	domain:sunnyfloridavacationhomes.com
