	A	91	West Vancouver	Canada	Design Marque Property Management		property_management	2433 Bellevue Ave	+16042202935								overture:baeb723b-4418-490c-9dbb-1a5dd9e6fc14	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://dmpm.ca/		https://dmpm.ca/about-us-2/				https://dmpm.ca/properties-for-rent/				Permissive	Qualification	https://explore.overturemaps.org/#id=baeb723b-4418-490c-9dbb-1a5dd9e6fc14	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:baeb723b-4418-490c-9dbb-1a5dd9e6fc14	dmpm.ca	16042202935	design marque property management	West Vancouver	Canada	PERMISSIVE	domain:dmpm.ca
	A	91	Hood River	USA	Columbia Gorge Vacation Rentals		holiday_rental_home	116 Oak St	+15414000601								overture:8b20c185-a594-4b8c-8075-0923d2162cd2	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.columbiagorgevacationrentals.com/		https://www.columbiagorgevacationrentals.com/contact-us/				https://www.columbiagorgevacationrentals.com/properties/				High	Verified	https://explore.overturemaps.org/#id=8b20c185-a594-4b8c-8075-0923d2162cd2	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:8b20c185-a594-4b8c-8075-0923d2162cd2	columbiagorgevacationrentals.com	15414000601	columbia gorge vacation rentals	Hood River	USA	HIGH	domain:columbiagorgevacationrentals.com
	A	91	Aberdeen	USA	Home Sweet Home Property Management		property_management	2505 Simpson Ave	3605334527								overture:09f867b0-0ad2-4627-aa2b-ece619626432	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.cathysrentals.com/		https://www.cathysrentals.com/contact.html				https://www.cathysrentals.com/available-rentals.html				High	Verified	https://explore.overturemaps.org/#id=09f867b0-0ad2-4627-aa2b-ece619626432	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:09f867b0-0ad2-4627-aa2b-ece619626432	cathysrentals.com	3605334527	home sweet home property management	Aberdeen	USA	HIGH	domain:cathysrentals.com
	A	91	McMinnville	USA	Bella Casa Property Management		property_management	207 NE 19th St Ste 100	5034374628								overture:3b40a189-6164-44f2-8174-8c7888e39fc7	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.bellacasapropertymanagement.com/		https://www.bellacasapropertymanagement.com/about-us				https://www.bellacasapropertymanagement.com/homes-for-rent				High	Verified	https://explore.overturemaps.org/#id=3b40a189-6164-44f2-8174-8c7888e39fc7	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:3b40a189-6164-44f2-8174-8c7888e39fc7	bellacasapropertymanagement.com	5034374628	bella casa property management	McMinnville	USA	HIGH	domain:bellacasapropertymanagement.com
	A	91	Seattle	USA	Alki Property Management		property_management	2770 Alki Ave SW	+12069323000								overture:18db4061-d5f6-4603-b989-b86b743ec756	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.alkiapartmentrentals.com		https://alkiapartmentrentals.com/about-us				https://alkiapartmentrentals.com/available-rentals				Permissive	Qualification	https://explore.overturemaps.org/#id=18db4061-d5f6-4603-b989-b86b743ec756	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:18db4061-d5f6-4603-b989-b86b743ec756	alkiapartmentrentals.com	12069323000	alki property management	Seattle	USA	PERMISSIVE	domain:alkiapartmentrentals.com
	A	91	Nampa	USA	Ace Property Management		real_estate_agent	155 Caldwell Blvd	(208) 467-6504								overture:c8a2c106-0dc1-4e7d-8347-f195a42a9abf	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.acerealty.biz		https://acerealty.biz/about-us/				https://acerealty.biz/wp-content/plugins/gallery-portfolio/CSS/totalsoft.css?ver=5aac444d3a281a11bbb924b5104ef0a4				Permissive	Qualification	https://explore.overturemaps.org/#id=c8a2c106-0dc1-4e7d-8347-f195a42a9abf	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:c8a2c106-0dc1-4e7d-8347-f195a42a9abf	acerealty.biz	2084676504	ace property management	Nampa	USA	PERMISSIVE	domain:acerealty.biz
	A	91	Silverdale	USA	Windermere Property Management		property_management	9939 Mickelberry Rd NW	+13605166243								overture:e0fd807d-6d2a-4c28-84f9-deb3a959a5fe	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.windermereforrent.com/		https://www.windermereforrent.com/about-us		https://www.facebook.com/WindermerePropertyManagement/						Medium	Recall-first	https://explore.overturemaps.org/#id=e0fd807d-6d2a-4c28-84f9-deb3a959a5fe; https://www.windermereforrent.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:e0fd807d-6d2a-4c28-84f9-deb3a959a5fe	windermereforrent.com	13605166243	windermere property management	Silverdale	USA	MEDIUM	domain:windermereforrent.com
	A	91	Portland	USA	West Ridge Property Management		property_management	9233 SW 8th Dr Unit B	5038939354								overture:b4e7b896-2904-4908-ab5e-350a453a633e	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://westridgepm.com/	hello@westridgepm.com	https://westridgepm.com/about/								Medium	Recall-first	https://explore.overturemaps.org/#id=b4e7b896-2904-4908-ab5e-350a453a633e; https://westridgepm.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference. Public business email recovered from first-party website; no inference.				overture:b4e7b896-2904-4908-ab5e-350a453a633e	westridgepm.com	5038939354	west ridge property management	Portland	USA	MEDIUM	domain:westridgepm.com
	A	91	Richmond	Canada	Pondville Beach Cottage		cottage	115 Pondville North Rd	+19022298922								overture:581371f8-e0b9-4875-bf76-2fbb00162165	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://vacationnovascotia.ca/en/pondville-beach-cottage			https://www.instagram.com/my_islemadame/	https://www.facebook.com/oceanstaysrentals/						High	Verified	https://explore.overturemaps.org/#id=581371f8-e0b9-4875-bf76-2fbb00162165; https://vacationnovascotia.ca/en/pondville-beach-cottage	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:581371f8-e0b9-4875-bf76-2fbb00162165	vacationnovascotia.ca	19022298922	pondville beach cottage	Richmond	Canada	HIGH	domain:vacationnovascotia.ca
	A	91	Meridian	USA	Urban Edge Property Management		property_management	1920 N Lakes Pl	+12086065215								overture:af51eac2-b22e-4d6d-80b9-650defea99a4	2026-08-15T22:02:48.483993Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.urbanedgepropertymanagement.com/			https://www.instagram.com/urbanedgepm/	https://www.facebook.com/profile.php/						Medium	Recall-first	https://explore.overturemaps.org/#id=af51eac2-b22e-4d6d-80b9-650defea99a4; https://www.urbanedgepropertymanagement.com/	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:af51eac2-b22e-4d6d-80b9-650defea99a4	urbanedgepropertymanagement.com	12086065215	urban edge property management	Meridian	USA	MEDIUM	domain:urbanedgepropertymanagement.com
