	A	91	Strawberry Valley	USA	La Porte Cabin Rentals		cabin	1835 Pike Rd	+15306750850								overture:26b3eff4-5c0e-42bb-9fd4-7321846fd60d	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.laportecabins.com/										High	Verified	https://explore.overturemaps.org/#id=26b3eff4-5c0e-42bb-9fd4-7321846fd60d	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:26b3eff4-5c0e-42bb-9fd4-7321846fd60d	laportecabins.com	15306750850	la porte cabin rentals	Strawberry Valley	USA	HIGH	domain:laportecabins.com
	A	91	Kailua Kona	USA	Keoki's Kona Casa Vacation Rental		holiday_rental_home	75-6082 Alii Dr	+14258353654								overture:4c6fcd3e-3565-49e9-be4c-4fe1c622cd7f	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.keoki.com/										High	Verified	https://explore.overturemaps.org/#id=4c6fcd3e-3565-49e9-be4c-4fe1c622cd7f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:4c6fcd3e-3565-49e9-be4c-4fe1c622cd7f	keoki.com	14258353654	keoki s kona casa vacation rental	Kailua Kona	USA	HIGH	domain:keoki.com
	A	91	Wrexham	United Kingdom	Hybrid - The People's Agency - Lettings and Property Management		property_management	1 College Street	+441978262156								overture:c99973ce-74b7-429e-9f33-aca2bd2def32	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.hybrid-tpa.com										Permissive	Qualification	https://explore.overturemaps.org/#id=c99973ce-74b7-429e-9f33-aca2bd2def32	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:c99973ce-74b7-429e-9f33-aca2bd2def32	hybrid-tpa.com	441978262156	hybrid the people s agency lettings and property management	Wrexham	United Kingdom	PERMISSIVE	domain:hybrid-tpa.com
	A	91	Edmonton	Canada	Harvard Property Management Inc		property_management	11523 100 Ave NW # 5	(780) 413-7060								overture:e19f6c17-4c13-4a4e-b76f-b3d12e0a98d7	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.harvardmanagement.ca										Permissive	Qualification	https://explore.overturemaps.org/#id=e19f6c17-4c13-4a4e-b76f-b3d12e0a98d7	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:e19f6c17-4c13-4a4e-b76f-b3d12e0a98d7	harvardmanagement.ca	7804137060	harvard property management inc	Edmonton	Canada	PERMISSIVE	domain:harvardmanagement.ca
	A	91	Hakalau	USA	Hakalau Vacation Rental			29-2280 Hanamalo Loop	8088950206								overture:6a3bf9f1-267a-444f-9286-5f7632370bcf	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.hakalauvacationrental.com/										High	Verified	https://explore.overturemaps.org/#id=6a3bf9f1-267a-444f-9286-5f7632370bcf	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:6a3bf9f1-267a-444f-9286-5f7632370bcf	hakalauvacationrental.com	8088950206	hakalau vacation rental	Hakalau	USA	HIGH	domain:hakalauvacationrental.com
	A	91	Afon Wen	United Kingdom	Gwenoldy Self-catering Holiday Cottage		cabin	Coed Y Mynydd Isaf, Bryn Eithin Rd	01352 720140								overture:6e18f406-02aa-4b8e-9cef-4a67310e9d04	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.gwenoldy.com										Permissive	Qualification	https://explore.overturemaps.org/#id=6e18f406-02aa-4b8e-9cef-4a67310e9d04	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:6e18f406-02aa-4b8e-9cef-4a67310e9d04	gwenoldy.com	01352720140	gwenoldy self catering holiday cottage	Afon Wen	United Kingdom	PERMISSIVE	domain:gwenoldy.com
	A	91	Sale	United Kingdom	Gillmark Property Management		financial_advising	81 Dane Rd	0161 905 1419								overture:fe1720ec-907a-4055-9280-3bdda1718f96	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.gillmark.co.uk										Permissive	Qualification	https://explore.overturemaps.org/#id=fe1720ec-907a-4055-9280-3bdda1718f96	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:fe1720ec-907a-4055-9280-3bdda1718f96	gillmark.co.uk	01619051419	gillmark property management	Sale	United Kingdom	PERMISSIVE	domain:gillmark.co.uk
	A	91	Barmouth	United Kingdom	3 Park View Apartment		hotel	Barmouth	+447900007166								overture:cc442884-7c58-40ad-a876-41207468dcc9	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://portal.freetobook.com/reservations?w_id=44146&w_tkn=M7zVAWkizQXTpClfdB1QodSx6eHbLKg9Zq1wy1PCgF0nRdXBKSjWaTj0p4Obq										Permissive	Qualification	https://explore.overturemaps.org/#id=cc442884-7c58-40ad-a876-41207468dcc9	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:cc442884-7c58-40ad-a876-41207468dcc9	freetobook.com	447900007166	3 park view apartment	Barmouth	United Kingdom	PERMISSIVE	domain:freetobook.com
	A	91	Fredericksburg	USA	The Hills Property Management Group		property_management	605 N Llano St	+18309977564								overture:e295dcea-f470-499b-a86c-f7ce8697768a	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.fbgrentals.com										Permissive	Qualification	https://explore.overturemaps.org/#id=e295dcea-f470-499b-a86c-f7ce8697768a	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:e295dcea-f470-499b-a86c-f7ce8697768a	fbgrentals.com	18309977564	the hills property management group	Fredericksburg	USA	PERMISSIVE	domain:fbgrentals.com
	A	91	Sierra City	USA	River Haven Vacation Home		holiday_rental_home	218 Main St	+15308621549								overture:c22e9bc2-97f5-4ef4-8b0f-32fbda746866	2026-08-15T13:51:02.020466Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.RiverHaven.drivehq.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=c22e9bc2-97f5-4ef4-8b0f-32fbda746866	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:c22e9bc2-97f5-4ef4-8b0f-32fbda746866	drivehq.com	15308621549	river haven vacation home	Sierra City	USA	MEDIUM	domain:drivehq.com
