	A	91	World-Atlas::western-europe::22-35	United Kingdom	Ewedale Holiday Lets		lodge	Ewedale Holiday Lets	+447821651385								overture:41bb8247-33d8-4451-99cf-0f66c8a2fcc2	2026-08-15T04:01:19.690881Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.ewedaleholidaylets.co.uk/	ehl-ulverston@outlook.com	https://www.ewedaleholidaylets.co.uk/contact/	https://www.instagram.com/ewedaleholidaylets/	https://www.facebook.com/ewedalefarm/		https://ewedaleholidaylets.co.uk/our-accommodation/				High	Verified	https://explore.overturemaps.org/#id=41bb8247-33d8-4451-99cf-0f66c8a2fcc2; https://www.ewedaleholidaylets.co.uk/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:41bb8247-33d8-4451-99cf-0f66c8a2fcc2	ewedaleholidaylets.co.uk	447821651385	ewedale holiday lets	World-Atlas::western-europe::22-35	United Kingdom	HIGH	domain:ewedaleholidaylets.co.uk
	A	91	Uplowman	United Kingdom	Middle Coombe Farm. 400 Acre Rustic Estate. Weddings & Holiday Lets		holiday_rental_home		+441884821176								overture:93adf0c2-ea4e-402c-a0d3-92399d074d78	2026-08-15T04:01:19.690881Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.coombefarmwoods.co.uk/	info@coombefarmwoods.co.uk	https://www.coombefarmwoods.co.uk/coombe-farm-map-contact-us/	https://www.instagram.com/middlecoombefarm/	https://www.facebook.com/MiddleCoombeFarm/		https://www.coombefarmwoods.co.uk/licensed-devon-wedding-venue/wedding-enquiries-availability-bookings/				High	Verified	https://explore.overturemaps.org/#id=93adf0c2-ea4e-402c-a0d3-92399d074d78; https://www.coombefarmwoods.co.uk/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:93adf0c2-ea4e-402c-a0d3-92399d074d78	coombefarmwoods.co.uk	441884821176	middle coombe farm 400 acre rustic estate weddings holiday lets	Uplowman	United Kingdom	HIGH	domain:coombefarmwoods.co.uk
	A	91	Castle Douglas	United Kingdom	Kirkennan Estate Holiday Cottages		hotel	Palnackie	+441556600438								overture:218857dd-839b-4ab3-b2dd-7f7a5e8a18f0	2026-08-15T03:57:46Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.kirkennan.co.uk/	enquiries@kirkennan.co.uk	https://www.kirkennan.co.uk/contact/about-us	https://www.instagram.com/kirkennanestateholidaycottages/	https://en-gb.facebook.com/kirkennancottages/		https://www.kirkennan.co.uk/nearby-attractions/nearby-towns-and-villages				High	Verified	https://explore.overturemaps.org/#id=218857dd-839b-4ab3-b2dd-7f7a5e8a18f0; https://www.kirkennan.co.uk/; https://en-gb.facebook.com/kirkennancottages/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:218857dd-839b-4ab3-b2dd-7f7a5e8a18f0	kirkennan.co.uk	441556600438	kirkennan estate holiday cottages	Castle Douglas	United Kingdom	HIGH	domain:kirkennan.co.uk
	A	91	Bridlington	United Kingdom	Seascapes Holiday Rentals		real_estate_service	fifth avenue south shore Bridlington	+447580082963								overture:07c9ba20-5567-4843-bdde-38c49b8982b7	2026-08-15T03:57:46Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.seascapesholidayrentals.com/	john2waldron@gmail.com	https://www.seascapesholidayrentals.com/contact	https://www.instagram.com/	https://www.facebook.com/		https://www.seascapesholidayrentals.com/home-from-home-comfortable-holiday-rentals				High	Verified	https://explore.overturemaps.org/#id=07c9ba20-5567-4843-bdde-38c49b8982b7; https://www.instagram.com/; https://www.facebook.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:07c9ba20-5567-4843-bdde-38c49b8982b7	seascapesholidayrentals.com	447580082963	seascapes holiday rentals	Bridlington	United Kingdom	HIGH	domain:seascapesholidayrentals.com
	A	91	Kingsbridge	United Kingdom	Dittiscombe Holiday Cottages		holiday_rental_home	Slapton	+441548521272								overture:88b205cb-76aa-474c-a2dc-648b32391d77	2026-08-15T03:57:46Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.dittiscombe.co.uk	hello@dittiscombe.co.uk	https://dittiscombe.co.uk/contact/	https://www.instagram.com/dittiscombe/	https://www.facebook.com/dittiscombeholidaycottages/		https://dittiscombe.co.uk/cottage-booking/				High	Verified	https://explore.overturemaps.org/#id=88b205cb-76aa-474c-a2dc-648b32391d77; https://dittiscombe.co.uk/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:88b205cb-76aa-474c-a2dc-648b32391d77	dittiscombe.co.uk	441548521272	dittiscombe holiday cottages	Kingsbridge	United Kingdom	HIGH	domain:dittiscombe.co.uk
	A	91	Providenciales and West Caicos	Turks and Caicos Islands	Wymara Villas		resort	Harbour Club Dr	+18555956687								overture:ca1f9614-6f41-4b7f-bf2f-b78bffae4d2c	2026-08-15T03:24:55.812297Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://wymara.com/	reservations@wymara.com	https://www.wymara.com/contact	https://www.instagram.com/wymaraturks/	https://www.facebook.com/wymaraturks/		https://www.wymara.com/one-bedroom-villas				High	Verified	https://explore.overturemaps.org/#id=ca1f9614-6f41-4b7f-bf2f-b78bffae4d2c; https://www.wymara.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:ca1f9614-6f41-4b7f-bf2f-b78bffae4d2c	wymara.com	18555956687	wymara villas	Providenciales and West Caicos	Turks and Caicos Islands	HIGH	domain:wymara.com
	A	91	Coyuca de Benítez	Mexico	Villas Paraíso Resort		resort	Carretera Playa Azul Km 2.1	+527814522052								overture:f6de0f41-64ca-4506-ac4c-3440a78a9288	2026-08-15T03:24:55.812297Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.villasparaiso.com.mx/	irving@villasparaiso.com.mx	https://www.villasparaiso.com.mx/en/contact-us		https://www.facebook.com/villasparaisoresort/	https://wa.me/526122193590	https://www.villasparaiso.com.mx/en/				High	Verified	https://explore.overturemaps.org/#id=f6de0f41-64ca-4506-ac4c-3440a78a9288	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f6de0f41-64ca-4506-ac4c-3440a78a9288	villasparaiso.com.mx	527814522052	villas paraiso resort	Coyuca de Benítez	Mexico	HIGH	domain:villasparaiso.com.mx
	A	91	Santa María Huatulco	Mexico	Villas y Resort Luz de Luna		resort	Residencial el Arrocito, MZ 2 LT 14	+529585810488								overture:55e3869b-f57e-4191-9842-3a1226a8ae59	2026-08-15T03:24:55.812297Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.villasluzdeluna.com/	luzdeluna_huatulco@hotmail.com	https://www.villasluzdeluna.com/contacto	https://www.instagram.com/villasluzdeluna/	https://www.facebook.com/luzdelunaresort/		https://www.villasluzdeluna.com/en/				High	Verified	https://explore.overturemaps.org/#id=55e3869b-f57e-4191-9842-3a1226a8ae59; https://www.villasluzdeluna.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:55e3869b-f57e-4191-9842-3a1226a8ae59	villasluzdeluna.com	529585810488	villas y resort luz de luna	Santa María Huatulco	Mexico	HIGH	domain:villasluzdeluna.com
	A	91	San Pedro Mixtepec - Distr 22 -	Mexico	Villas Carrizalillo		resort	Cam. Carrizalillo S/N	+529541246123								overture:21a08d7e-d102-47ba-876f-3ffcb40077e9	2026-08-15T03:24:55.812297Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.villascarrizalillo.com	info@villascarrizalillo.com	https://www.villascarrizalillo.com/contact	https://www.instagram.com/villascarrizalillo/	https://www.facebook.com/Villas-Carrizalillo-130409870333461/		https://www.villascarrizalillo.com/dining				High	Verified	https://explore.overturemaps.org/#id=21a08d7e-d102-47ba-876f-3ffcb40077e9; https://www.villascarrizalillo.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:21a08d7e-d102-47ba-876f-3ffcb40077e9	villascarrizalillo.com	529541246123	villas carrizalillo	San Pedro Mixtepec - Distr 22 -	Mexico	HIGH	domain:villascarrizalillo.com
	A	91	Cape Coral	USA	Vacation in Florida		holiday_rental_home	2700 SW 20th Ave	+4915156319742								overture:e1d4f299-2bab-49db-9c90-3c76e90f8ead	2026-08-15T03:24:55.812297Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://vacation-in-florida.com/	info@vacation-in-florida.com	https://vacation-in-florida.com/contact-us/	https://www.instagram.com/vacation_in_florida/	https://www.facebook.com/vacationinflorida/		https://vacation-in-florida.com/florida-vacation-rentals/cape-coral-vacation-rentals/new-construction-homes/				High	Verified	https://explore.overturemaps.org/#id=e1d4f299-2bab-49db-9c90-3c76e90f8ead; https://vacation-in-florida.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:e1d4f299-2bab-49db-9c90-3c76e90f8ead	vacation-in-florida.com	4915156319742	vacation in florida	Cape Coral	USA	HIGH	domain:vacation-in-florida.com
