	B	78	กระบี่	Thailand	Mandawee Resort And Spa		hotel	174 M.4 Aonang Muang	+6675661444								overture:487ddb89-d142-4d5b-90e7-d56404620f6f	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.mandaweeresort.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=487ddb89-d142-4d5b-90e7-d56404620f6f	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:487ddb89-d142-4d5b-90e7-d56404620f6f	mandaweeresort.com	6675661444	mandawee resort and spa	กระบี่	Thailand	MEDIUM	domain:mandaweeresort.com
	B	78	World-Atlas::southeast-asia-islands::14-57::lane=site-recovery	Vietnam	InterContinental Saigon Hotel & Residences		hotel	Góc Đường Hai Bà Trưng & Lê Duẩn	028 3520 9999								overture:30b191f8-545b-430e-8f57-76bd593b87a5	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.icsaigon.com										Permissive	Qualification	https://explore.overturemaps.org/#id=30b191f8-545b-430e-8f57-76bd593b87a5	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:30b191f8-545b-430e-8f57-76bd593b87a5	icsaigon.com	02835209999	intercontinental saigon hotel residences	World-Atlas::southeast-asia-islands::14-57::lane=site-recovery	Vietnam	PERMISSIVE	domain:icsaigon.com
	B	78	ညောင်ရွှေ	MM	Hu Pin Inle Khaung Daing Village Resort		hotel		+9581209291								overture:b341e0e3-28b1-4c44-9789-cf4d95a1e731	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.hupinhotelmyanmar.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=b341e0e3-28b1-4c44-9789-cf4d95a1e731	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b341e0e3-28b1-4c44-9789-cf4d95a1e731	hupinhotelmyanmar.com	9581209291	hu pin inle khaung daing village resort	ညောင်ရွှေ	MM	PERMISSIVE	domain:hupinhotelmyanmar.com
	B	78	ถลาง	Thailand	AKRA Collection Layan - Hideaway Villas		hotel	9 ซอย เชิงทะเล 16/1	+66955464444								overture:2bac276e-b3f9-4c72-9fb0-9d7cf117fd59	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://ibe.hoteliers.guru/ibe/en/AKRA-COLLECTION-LAYAN-Thalang-Phuket-TH										Permissive	Qualification	https://explore.overturemaps.org/#id=2bac276e-b3f9-4c72-9fb0-9d7cf117fd59	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:2bac276e-b3f9-4c72-9fb0-9d7cf117fd59	hoteliers.guru	66955464444	akra collection layan hideaway villas	ถลาง	Thailand	PERMISSIVE	domain:hoteliers.guru
	B	78	Nha Trang	Vietnam	Golden Peak Resort & Spa		hotel	No 11 km Nguyen Tat Thanh BLDV, Cam Lam Dist	0583 988 999								overture:b58bc11c-16ff-467a-be3b-abd5efccf4fb	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.goldenpeakresort.com										Permissive	Qualification	https://explore.overturemaps.org/#id=b58bc11c-16ff-467a-be3b-abd5efccf4fb	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b58bc11c-16ff-467a-be3b-abd5efccf4fb	goldenpeakresort.com	0583988999	golden peak resort spa	Nha Trang	Vietnam	PERMISSIVE	domain:goldenpeakresort.com
	B	78	World-Atlas::southeast-asia-islands::13-55::lane=site-recovery	Thailand	บันยัน เบย์ วิลลาส์		hotel		+66861025248								overture:8d797d33-1b3b-4750-84d9-8043f4b3cc69	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://banyanbayvillas.net/										Permissive	Qualification	https://explore.overturemaps.org/#id=8d797d33-1b3b-4750-84d9-8043f4b3cc69	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:8d797d33-1b3b-4750-84d9-8043f4b3cc69	banyanbayvillas.net	66861025248		World-Atlas::southeast-asia-islands::13-55::lane=site-recovery	Thailand	PERMISSIVE	domain:banyanbayvillas.net
	B	78	Rampachodavaram	India	Aranya Eco Resorts		hotel	105-2 sunnampadu village									overture:d00af9ce-9f3f-4e3f-9945-d7dcca45c5d0	2026-08-16T01:01:06.698020Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.aranyaecoresorts.in/	aranyaresorts@gmail.com									Permissive	Qualification	https://explore.overturemaps.org/#id=d00af9ce-9f3f-4e3f-9945-d7dcca45c5d0	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:d00af9ce-9f3f-4e3f-9945-d7dcca45c5d0	aranyaecoresorts.in		aranya eco resorts	Rampachodavaram	India	PERMISSIVE	domain:aranyaecoresorts.in
	B	78	Buruanga	Philippines	Weber Lodge and Resort		resort	Aklan West Road	+639776943690								overture:b7622f0b-c3e1-4f12-b6a6-cfaed27902a3	2026-08-16T00:57:42.485150Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://weberlodge.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=b7622f0b-c3e1-4f12-b6a6-cfaed27902a3	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:b7622f0b-c3e1-4f12-b6a6-cfaed27902a3	weberlodge.com	639776943690	weber lodge and resort	Buruanga	Philippines	PERMISSIVE	domain:weberlodge.com
	B	78	Cebu City	Philippines	Plantation Bay Resort and Spa		hotel	4 km northeast of Cabichuchi Point	+63325059800								overture:4e02f2e4-7b23-4953-8451-4255e1cb3f2b	2026-08-16T00:57:42.485150Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://plantationbay.com/										Permissive	Qualification	https://explore.overturemaps.org/#id=4e02f2e4-7b23-4953-8451-4255e1cb3f2b	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:4e02f2e4-7b23-4953-8451-4255e1cb3f2b	plantationbay.com	63325059800	plantation bay resort and spa	Cebu City	Philippines	PERMISSIVE	domain:plantationbay.com
	B	78	Naga City	Philippines	Lemon Residences		hotel	Magsaysay Ave 40	+63542050534								overture:492ef64b-4787-4ab3-b891-42af6267f1d2	2026-08-16T00:57:42.485150Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.lemonresidences.com/										Medium	Recall-first	https://explore.overturemaps.org/#id=492ef64b-4787-4ab3-b891-42af6267f1d2	Public Overture website; no usable Overture email. First-party public contact crawl required; no inference.				overture:492ef64b-4787-4ab3-b891-42af6267f1d2	lemonresidences.com	63542050534	lemon residences	Naga City	Philippines	MEDIUM	domain:lemonresidences.com
