	B	78	Castiglione della Pescaia	Italy	Sunset Villa		resort	Str.da, Strada Provinciale delle Rocchette, snc	+393383693728								overture:38610819-983f-41c4-83ef-6189a05b7c22	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.sunsetvilla.it/	info@sunsetvilla.it	https://www.sunsetvilla.it/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.6				https://www.sunsetvilla.it/wp-content/plugins/inconcreto-bookingexpert/assets/horizontal.css?ver=7.0				High	Verified	https://explore.overturemaps.org/#id=38610819-983f-41c4-83ef-6189a05b7c22	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:38610819-983f-41c4-83ef-6189a05b7c22	sunsetvilla.it	393383693728	sunset villa	Castiglione della Pescaia	Italy	HIGH	domain:sunsetvilla.it
	B	78	Tarquinia	Italy	Stabilimento Ristorante Villa del Mare		beach_resort	Località Spinicci	+390766814135								overture:2753ff77-45a2-4d3e-bbad-55b19e8df9e1	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.stabilimentovilladelmare.it/	ristorantevilladelmare@gmail.com			https://www.facebook.com/villadelmareristorantestabilimento/		https://www.stabilimentovilladelmare.it/il-ristorante-villa-del-mare.php				Medium	Recall-first	https://explore.overturemaps.org/#id=2753ff77-45a2-4d3e-bbad-55b19e8df9e1	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:2753ff77-45a2-4d3e-bbad-55b19e8df9e1	stabilimentovilladelmare.it	390766814135	stabilimento ristorante villa del mare	Tarquinia	Italy	MEDIUM	domain:stabilimentovilladelmare.it
	B	78	Ovindoli	Italy	Magnola Snowpark		ski_resort	Piazzale della Magnola, 69	+390863705058								overture:43cce416-b05f-4022-a0d7-e2e64a898a29	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.ovindolimagnola.it/	info@ovindolimagnola.it		https://www.instagram.com/ovindolimontemagnola/	https://www.facebook.com/MonteMagnolaOvindoli/						High	Verified	https://explore.overturemaps.org/#id=43cce416-b05f-4022-a0d7-e2e64a898a29; https://www.ovindolimagnola.it/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:43cce416-b05f-4022-a0d7-e2e64a898a29	ovindolimagnola.it	390863705058	magnola snowpark	Ovindoli	Italy	HIGH	domain:ovindolimagnola.it
	B	78	San Massimo	Italy	MoliseSki		ski_resort	Campitello Matese									overture:acdbe1d1-fb8b-47a6-a8ed-c2dbf15087a9	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.moliseski.it/	info@moliseski.it	http://www.moliseski.it/booking/		https://www.facebook.com/moliseski/		http://www.moliseski.it/booking/				Medium	Recall-first	https://explore.overturemaps.org/#id=acdbe1d1-fb8b-47a6-a8ed-c2dbf15087a9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:acdbe1d1-fb8b-47a6-a8ed-c2dbf15087a9	moliseski.it		moliseski	San Massimo	Italy	MEDIUM	domain:moliseski.it
	B	78	Grosseto	Italy	Residence Mareblù		resort	Via dello Storione, 73	+3905641643262								overture:6eca48da-934d-41b2-8cc4-ba5cecec0e66	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.marebludimaremma.it/	info@marebludimaremma.it			https://www.facebook.com/marebludimaremma/	https://api.whatsapp.com/send?phone=39056431344					High	Verified	https://explore.overturemaps.org/#id=6eca48da-934d-41b2-8cc4-ba5cecec0e66	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:6eca48da-934d-41b2-8cc4-ba5cecec0e66	marebludimaremma.it	3905641643262	residence mareblu	Grosseto	Italy	HIGH	domain:marebludimaremma.it
	B	78	Pretoro	Italy	Majelletta WE		ski_resort	Località Majelletta	+390871896160								overture:91e20b56-b141-4d7a-ba75-b9e3673cd6c1	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.majellettawe.it/	info@majellettawe.it		https://www.instagram.com/majellettawe/	https://www.facebook.com/majellettawe/						High	Verified	https://explore.overturemaps.org/#id=91e20b56-b141-4d7a-ba75-b9e3673cd6c1; https://www.majellettawe.it/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:91e20b56-b141-4d7a-ba75-b9e3673cd6c1	majellettawe.it	390871896160	majelletta we	Pretoro	Italy	HIGH	domain:majellettawe.it
	B	78	Martinsicuro	Italy	Park Hotel Residence		resort	Via Don Luigi Sturzo, 9	+390861714913								overture:6e511e19-5281-4294-a67c-4d2d32c0541b	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.hotelpark.it/	info@hotelpark.it		https://www.instagram.com/parkhoteldependance/	https://www.facebook.com/HotelParkDependance/						High	Verified	https://explore.overturemaps.org/#id=6e511e19-5281-4294-a67c-4d2d32c0541b; https://www.hotelpark.it/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:6e511e19-5281-4294-a67c-4d2d32c0541b	hotelpark.it	390861714913	park hotel residence	Martinsicuro	Italy	HIGH	domain:hotelpark.it
	B	78	Lucignano	Italy	Villa Gagnoni		resort		+32496554401								overture:952b84d4-1a54-452c-b9be-754a51543ec7	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.gagnoni.it/	info@gagnoni.it	https://gagnoni.it/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.6				https://gagnoni.it/villa/veltha/				Medium	Recall-first	https://explore.overturemaps.org/#id=952b84d4-1a54-452c-b9be-754a51543ec7	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:952b84d4-1a54-452c-b9be-754a51543ec7	gagnoni.it	32496554401	villa gagnoni	Lucignano	Italy	MEDIUM	domain:gagnoni.it
	B	78	Castellammare di Stabia	Italy	Experience Boutique Hotel Villa Cimmino		hotel	Via Panoramica, 93	+390813903016								overture:ed2014ae-1844-4a08-a6bb-d5bdc4e352ab	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.experience-hotel.it/	info@experience-hotel.it	https://www.experience-hotel.it/booking/				https://www.experience-hotel.it/booking/				High	Verified	https://explore.overturemaps.org/#id=ed2014ae-1844-4a08-a6bb-d5bdc4e352ab	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:ed2014ae-1844-4a08-a6bb-d5bdc4e352ab	experience-hotel.it	390813903016	experience boutique hotel villa cimmino	Castellammare di Stabia	Italy	HIGH	domain:experience-hotel.it
	B	78	Capoliveri	Italy	Residence Baia del Sole		beach_resort	Locatà Lido	+390565940100								overture:783b77ee-1996-4354-9e15-55dfa2c0f4fb	2026-08-15T01:25:31.885823Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.elbahotelappartamenti.com/	residencebaiadelsole@gmail.com	https://elbahotelappartamenti.com/contact		https://www.facebook.com/10207732652824611/						Medium	Recall-first	https://explore.overturemaps.org/#id=783b77ee-1996-4354-9e15-55dfa2c0f4fb	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:783b77ee-1996-4354-9e15-55dfa2c0f4fb	elbahotelappartamenti.com	390565940100	residence baia del sole	Capoliveri	Italy	MEDIUM	domain:elbahotelappartamenti.com
