	A	91	Charlotte	USA	Rentfy Property Management		property_management	128 S Tryon St	+19804009507								overture:b8c8e409-cf0b-44ae-b9d3-68d95f5c0c85	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.elitecarolinas.com/	brian@elitecarolinas.com		https://www.instagram.com/eliteteamrealtync/							High	Verified	https://explore.overturemaps.org/#id=b8c8e409-cf0b-44ae-b9d3-68d95f5c0c85; https://elite-team-realty.com	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:b8c8e409-cf0b-44ae-b9d3-68d95f5c0c85	elitecarolinas.com	19804009507	rentfy property management	Charlotte	USA	HIGH	domain:elitecarolinas.com
	A	91	Siracusa	Italy	Dimore in Sicily - Property Management		real_estate_service	Vicolo Giuliana, 13	+393382419673								overture:ae28aeb3-bd83-41f9-b464-4a76b90f4601	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.dimoreinsicily.com/	info@dimoreinsicily.com		https://www.instagram.com/dimorein.sicily/							High	Verified	https://explore.overturemaps.org/#id=ae28aeb3-bd83-41f9-b464-4a76b90f4601; https://dimoreinsicily.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:ae28aeb3-bd83-41f9-b464-4a76b90f4601	dimoreinsicily.com	393382419673	dimore in sicily property management	Siracusa	Italy	HIGH	domain:dimoreinsicily.com
	A	91	Dartmouth	United Kingdom	Dartmouth Holiday Homes		hotel	16 Duke Street	+441803833082								overture:c4f14e5b-6915-46df-8ae9-bd3387686081	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.dartmouthuk.com/	dhh@dartmouthuk.com		https://www.instagram.com/cottagescom/							High	Verified	https://explore.overturemaps.org/#id=c4f14e5b-6915-46df-8ae9-bd3387686081; https://www.cottages.com/england/devon/dartmouth?utm_source=www.dartmouthuk.com&utm_medium=redirect&utm_campaign=closedDomains	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:c4f14e5b-6915-46df-8ae9-bd3387686081	dartmouthuk.com	441803833082	dartmouth holiday homes	Dartmouth	United Kingdom	HIGH	domain:dartmouthuk.com
	A	91	Massa Lubrense	Italy	Coemy - Sorrento Coast Vacation Rentals		travel_service	Via Riccardo Filangieri, 6	+390818789572								overture:561f356e-eedd-41c3-8224-5473cb6228ed	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.coemy.com/	info@coemy.com		https://www.instagram.com/connysevents/							Medium	Recall-first	https://explore.overturemaps.org/#id=561f356e-eedd-41c3-8224-5473cb6228ed; https://connysevents.com	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:561f356e-eedd-41c3-8224-5473cb6228ed	coemy.com	390818789572	coemy sorrento coast vacation rentals	Massa Lubrense	Italy	MEDIUM	domain:coemy.com
	A	91	Wyandotte	USA	Property Management		real_estate_investment	4459 13th St	+17345763940								overture:f90260fb-55b5-4cd2-abba-a405dce6f500	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://cleanstorefront.com/	pmfm2008@gmail.com		https://www.instagram.com/abc123fix.official/							Medium	Recall-first	https://explore.overturemaps.org/#id=f90260fb-55b5-4cd2-abba-a405dce6f500; https://cleanstorefront.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f90260fb-55b5-4cd2-abba-a405dce6f500	cleanstorefront.com	17345763940	property management	Wyandotte	USA	MEDIUM	domain:cleanstorefront.com
	A	91	Tucker	USA	Real Property Management Citywide		real_estate_agent	4500 Hugh Howell Rd Ste 170	(770) 733-1848								overture:662c40c0-e8ae-442e-b984-42045c38e2ca	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.citywiderpm.com	dtaylor@citywiderpm.com		https://www.instagram.com/rpmgreateratlanta/							High	Verified	https://explore.overturemaps.org/#id=662c40c0-e8ae-442e-b984-42045c38e2ca; https://www.rpmgreateratlanta.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:662c40c0-e8ae-442e-b984-42045c38e2ca	citywiderpm.com	7707331848	real property management citywide	Tucker	USA	HIGH	domain:citywiderpm.com
	A	91	Joliet	USA	Celtic Property Management		corporate_or_business_office	3033 W Jefferson St Ste 100	(815) 730-1500								overture:5d8034de-adbe-42d2-a306-83e5b07c0c6d	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.celticpm.com	info@celticpm.com		https://www.instagram.com/westward360/							High	Verified	https://explore.overturemaps.org/#id=5d8034de-adbe-42d2-a306-83e5b07c0c6d; https://westward360.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:5d8034de-adbe-42d2-a306-83e5b07c0c6d	celticpm.com	8157301500	celtic property management	Joliet	USA	HIGH	domain:celticpm.com
	A	91	Johnson City	USA	Casa Haven Property Management		property_management	600 N Broadway St	+14233404510								overture:e414e5ee-09e6-4e66-bfee-f15ec3a4ba6f	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://CasaHavenPM.com/	office@casahavenpm.com		https://www.instagram.com/wix/							High	Verified	https://explore.overturemaps.org/#id=e414e5ee-09e6-4e66-bfee-f15ec3a4ba6f; https://www.casahavenpropertymanagement.com/	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:e414e5ee-09e6-4e66-bfee-f15ec3a4ba6f	casahavenpm.com	14233404510	casa haven property management	Johnson City	USA	HIGH	domain:casahavenpm.com
	A	91	Brighton	USA	Canyon Vacation Rentals		holiday_rental_home	11445 E Big Cottonwood Canyon Rd	(888) 509-0999								overture:58187021-5e2b-4cb4-aa7e-3c2c5afbb3cc	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.canyonvacationrentals.com	info@canyonvacationrentals.com		https://www.instagram.com/stay_avari/							High	Verified	https://explore.overturemaps.org/#id=58187021-5e2b-4cb4-aa7e-3c2c5afbb3cc; https://www.stayavari.com/destinations/utah/cottonwood-canyons	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:58187021-5e2b-4cb4-aa7e-3c2c5afbb3cc	canyonvacationrentals.com	8885090999	canyon vacation rentals	Brighton	USA	HIGH	domain:canyonvacationrentals.com
	A	91	Banner Elk	USA	Blue Ridge Cabin Rentals		cabin	144 Gilliam Rd	+18288987788								overture:4bc11f00-f788-4a6c-b274-7e374bfd7b4b	2026-08-15T00:30:13Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.blueridgecabinrentals.com	deeann@blueridgecabinrentals.com		https://www.instagram.com/vacasa/							High	Verified	https://explore.overturemaps.org/#id=4bc11f00-f788-4a6c-b274-7e374bfd7b4b; https://www.vacasa.com/usa/georgia/helen	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:4bc11f00-f788-4a6c-b274-7e374bfd7b4b	blueridgecabinrentals.com	18288987788	blue ridge cabin rentals	Banner Elk	USA	HIGH	domain:blueridgecabinrentals.com
