delta-github-run-31866278164-001.jsonl	db7a3367-0a94-4b32-989f-6ebab5dd9ee5	Indonesia	Abaca Villas	hotel	http://www.abacavillas.com/	abacavillas.com	reservations@abacavillas.com	+6281237651008	Badung		Jalan Petitenget 1	0.9734911322593689	15	34	B	https://explore.overturemaps.org/#id=db7a3367-0a94-4b32-989f-6ebab5dd9ee5	HIGH	https://www.abacavillas.com/	3	1		https://www.instagram.com/abaca.villas/				canonical_delta
delta-github-run-31866278164-001.jsonl	447ccea9-afdf-4b5f-b5ec-cb0c27823d1a	Indonesia	Adil Villa & Resort	hotel	http://www.adilhotelubud.com/	adilhotelubud.com	adilhotelubud@gmail.com	+623619086444	Gianyar		Jalan Raya Nyuh Kuning 189	0.9913474917411804	0	34	B	https://explore.overturemaps.org/#id=447ccea9-afdf-4b5f-b5ec-cb0c27823d1a	HIGH	https://adilhotelubud.com/	3	1						canonical_delta
delta-github-run-31866278164-001.jsonl	8edddbde-5035-4e0c-8e71-b904cdc20bc3	Indonesia	Agata Villas	hotel	https://agatavillas.com/special-offer	agatavillas.com	info@agatavillas.com	+62361733665	Badung		Jalan Raya Legian 82	0.9902160167694092	15	34	B	https://explore.overturemaps.org/#id=8edddbde-5035-4e0c-8e71-b904cdc20bc3	HIGH	https://agatavillas.com/special-offer/	3	1		https://www.instagram.com/agatavillas/				canonical_delta
delta-github-run-31866278164-001.jsonl	51476ce0-ddcc-4983-b475-544ec74ab23c	Indonesia	Agranusa Signature Villa	resort	http://www.agranusa.com/	agranusa.com	reservation@agranusa.com	+623614772888	Badung		Jalan Kuruk Setra 88	0.8113669753074646	0	44	B	https://explore.overturemaps.org/#id=51476ce0-ddcc-4983-b475-544ec74ab23c	HIGH	https://www.agranusa.com/	5	1		https://www.instagram.com/agranusa.bali/				canonical_delta
delta-github-run-31866278164-001.jsonl	6eee757e-bfa0-4146-a243-f4f7bfd8f9eb	Indonesia	Agung Bali Nirwana	hotel	http://www.agung-bali-nirwana.com/	agung-bali-nirwana.com	villas@agung-bali-nirwana.com	+628120000000	Buleleng		Jalan Segara	0.9515382647514343	0	58	A	https://explore.overturemaps.org/#id=6eee757e-bfa0-4146-a243-f4f7bfd8f9eb	PERMISSIVE	https://www.agung-bali-nirwana.com/	0	3						canonical_delta
delta-github-run-31866278164-001.jsonl	071d2490-8e2a-4c22-93de-fa519580bc3f	Indonesia	Villa Silas	resort	https://www.airbnb.com.sg/users/278775351/listings	airbnb.com.sg	info.silasvilla@gmail.com	+623619087806	Gianyar		Jl. Raya Tebongkang Gg. Tapan	0.9735962152481079	0	44	B	https://explore.overturemaps.org/#id=071d2490-8e2a-4c22-93de-fa519580bc3f	PERMISSIVE	https://www.airbnb.com.sg/users/show/278775351	6	0		https://www.instagram.com/airbnb/				canonical_delta
delta-github-run-31866278164-001.jsonl	c4c4bd87-2890-4f7a-8309-0830e7d208c0	Indonesia	Airis Luxury Villas & Spa	hotel	https://www.airisvilla.com/	airisvilla.com	ecommerce@airisvilla.com	+623614725377	Badung		Uluwatu St No.Km. 23	0.9862436652183533	15	58	A	https://explore.overturemaps.org/#id=c4c4bd87-2890-4f7a-8309-0830e7d208c0	HIGH	https://www.airisvilla.com/	2	2		https://www.instagram.com/airisvillabali/				canonical_delta
delta-github-run-31866278164-001.jsonl	a22c2e15-5166-4cb9-ae06-3f314d3e7d67	Indonesia	Akilea Villas	hotel	http://www.akilea-villas.com/	akilea-villas.com	info@akilea-villas.com	+628113994188	Badung		Merpati 3	0.9833925366401672	15	34	B	https://explore.overturemaps.org/#id=a22c2e15-5166-4cb9-ae06-3f314d3e7d67	HIGH	https://www.akilea-villas.com/	5	1		https://www.instagram.com/akileavillas/				canonical_delta
delta-github-run-31866278164-001.jsonl	004fe798-376a-48ec-949b-4f63d67796c6	Indonesia	Alamayah Boutique Retreat Escape	hotel	https://alamayah.com/	alamayah.com	hello@alamayah.com					0.8365380764007568	0	34	B	https://explore.overturemaps.org/#id=004fe798-376a-48ec-949b-4f63d67796c6	MEDIUM	https://alamayah.com/	1	4		https://www.instagram.com/alamayahsumba/				canonical_delta
delta-github-run-31866278164-001.jsonl	401e980a-3387-443e-b7a7-5f13a57a9c35	Indonesia	Alam KulKul Boutique Resort	hotel	http://www.alamkulkul.com/	alamkulkul.com	reservation@alamkulkul.com	+6281139006900	Badung		Jalan Pantai Kuta	0.9758611917495728	0	34	B	https://explore.overturemaps.org/#id=401e980a-3387-443e-b7a7-5f13a57a9c35	HIGH	https://alamkulkul.com/	5	3		https://www.instagram.com/alamkulkulboutiqueresort/				canonical_delta
delta-github-run-31866278164-001.jsonl	6ad9196a-ecd2-47f4-8c75-97115c85dbb5	Indonesia	Bali Indonesia Villa	hotel	http://www.alamubudvilla.com/	alamubudvilla.com	info@alamubudvilla.com	+6282146683591	Gianyar		Desa Kendran, Tegalalang, Ubud, Bali	0.5918588042259216	0	34	B	https://explore.overturemaps.org/#id=6ad9196a-ecd2-47f4-8c75-97115c85dbb5	HIGH	https://alamubudvilla.com/	4	2		https://www.instagram.com/alamubudvillas/				canonical_delta
delta-github-run-31866278164-001.jsonl	1e5443b7-9a6a-40d9-876c-39b755c18084	Indonesia	Aleesha Villas	hotel	http://www.aleeshavillas.com/	aleeshavillas.com	manager@aleeshavillas.com	+62361282018	Denpasar		Jl. Kesari II	0.9973707103729248	15	34	B	https://explore.overturemaps.org/#id=1e5443b7-9a6a-40d9-876c-39b755c18084	HIGH	https://aleeshavillas.com/	5	1		https://www.instagram.com/aleeshavillas/				canonical_delta
delta-github-run-31866278164-001.jsonl	1751b508-cfec-4900-b2a0-1e92072af17b	Indonesia	All Villas Bali	hotel_supply_service	http://www.all-villas.com/	all-villas.com	hello@all-villas.com	+62818564490	Badung		Jalan Betaka 17	0.2950255274772644	15	34	B	https://explore.overturemaps.org/#id=1751b508-cfec-4900-b2a0-1e92072af17b	HIGH	http://www.all-villas.com/	6	1		https://www.instagram.com/allvillasbali/				canonical_delta
delta-github-run-31866278164-001.jsonl	b0ca450f-f9a1-414b-a9f3-f2a986999665	Indonesia	Bali Luxury Private Villas	holiday_rental_home	http://www.allbalivillas.com/	allbalivillas.com	info@allbalivillas.com	+62361728771	Denpasar		Jalan Pendidikan 86	0.4501796364784241	15	36	B	https://explore.overturemaps.org/#id=b0ca450f-f9a1-414b-a9f3-f2a986999665	HIGH	https://www.allbalivillas.com/	6	3		https://www.instagram.com/natanhospitality/				canonical_delta
delta-github-run-31866278164-001.jsonl	6b32294f-318c-47b2-9acd-3cdf2bc7b4a4	Indonesia	Alma Villas	hotel	http://www.almavillas.com/	almavillas.com	info@almavillas.com	+6281558202229	Badung		Jalan Cendrawasih 88	0.9441438913345337	15	34	B	https://explore.overturemaps.org/#id=6b32294f-318c-47b2-9acd-3cdf2bc7b4a4	PERMISSIVE	http://www.almavillas.com/	0	0						canonical_delta
delta-github-run-31866278164-001.jsonl	f6f8eafe-7a88-4a5c-bdf8-266354565bc7	Indonesia	A Loft Apartment	hotel	http://m.aloftapartmentbali.com/	aloftapartmentbali.com	natalia@aloftapartmentbali.com	+628113866778	Denpasar		Jalan Gunung Talang 9	0.940635085105896	60	10	A	https://explore.overturemaps.org/#id=f6f8eafe-7a88-4a5c-bdf8-266354565bc7	HIGH	http://www.aloftapartmentbali.com/	2	2						canonical_delta
delta-github-run-31866278164-001.jsonl	38d7e983-2184-471e-9066-a3ac693bb186	Indonesia	Ambary Ubud Villas & Workspaces	hotel	https://ambaryubud.com/	ambaryubud.com	info@ambaryubud.com	+62811191230	Gianyar		Banjar Tengah, Jalan Raya Singakerta 7	0.922548770904541	15	34	B	https://explore.overturemaps.org/#id=38d7e983-2184-471e-9066-a3ac693bb186	HIGH	https://ambaryubud.com/	4	2		https://www.instagram.com/ambary_ubud/				canonical_delta
delta-github-run-31866278164-001.jsonl	e4a13059-5177-4e0f-a515-816dfc380ffe	Indonesia	Amed'ku Villas	hotel	https://amed-ku.com/	amed-ku.com	hello@amed-ku.com	+6282342138069	Karangasem		Amed, Jl. I Ketut Natih	0.9104853868484497	15	34	B	https://explore.overturemaps.org/#id=e4a13059-5177-4e0f-a515-816dfc380ffe	HIGH	https://nofeardiving.com/about-amed-ku-villas	3	1		https://www.instagram.com/nofeardiving/				canonical_delta
delta-github-run-31866278164-001.jsonl	ae48f128-994d-428b-95f6-87090b6b5b23	Indonesia	Classic Beach Villas	hotel	http://www.amedbeachvilla.com/	amedbeachvilla.com	wawaweweresortsamedbali@hotmail.com	+6281338126229	Karangasem		Jl. I Ketut Natih	0.9747911095619202	15	34	B	https://explore.overturemaps.org/#id=ae48f128-994d-428b-95f6-87090b6b5b23	HIGH	https://amedbeachvilla.com/	4	2						canonical_delta
delta-github-run-31866278164-001.jsonl	4038f2c6-2e2a-45cf-a6ad-8a97ea5f86c7	Indonesia	Amora Ubud Boutique Villas	lodging	https://amoraubud.com/	amoraubud.com	info@amoraubud.com	+623619083887	Gianyar		Jl. Bangkiang Sidem	0.9981068968772888	15	36	B	https://explore.overturemaps.org/#id=4038f2c6-2e2a-45cf-a6ad-8a97ea5f86c7	HIGH	https://amoraubud.com/	4	3		https://www.instagram.com/amoraubud/				canonical_delta
delta-github-run-31866278164-001.jsonl	557f1bbd-0b2d-4869-a440-8ac87c44ea55	Indonesia	Amor Bali Villas and Spa Resort	hotel	http://www.amorbali.com/	amorbali.com	reservation@amorbali.com	+6281138832222	Badung		Jalan Dewi Saraswati 1	0.9536335468292236	15	46	B	https://explore.overturemaps.org/#id=557f1bbd-0b2d-4869-a440-8ac87c44ea55	PERMISSIVE	https://www.amorbali.com/	0	0						canonical_delta
delta-github-run-31866278164-001.jsonl	84ec81e2-bbc4-48e4-8843-47b798b1a9ee	Indonesia	Amori Villas	hotel	https://www.amorivilla.com/	amorivilla.com	info@amorivilla.com	+623618987799	Gianyar		Jl. Dukuh Kawan	0.9741427302360535	15	34	B	https://explore.overturemaps.org/#id=84ec81e2-bbc4-48e4-8843-47b798b1a9ee	HIGH	https://www.amorivilla.com/	5	1		https://www.instagram.com/amorivillas/				canonical_delta
